id,type,subtype,class_grouped,n_obs_I,I_median,I_mean,V_minus_I,log_period,I_amp,log_period2,period_ratio,has_period2,I_p95_p5,I_mad,I_kurtosis
LMC562.14.238,OTHER,,OTHER,344,17.374,17.374,0.5140000000000029,1.2540160608610367,0.05,,,0,0.0718500000000013,0.01799999999999713,-0.37843340129746306
LMC562.14.11682,ECL,,BINARY,345,18.941,18.95,-0.04299999999999926,0.21263286097012832,0.281,,,0,0.2926000000000002,0.036999999999999034,2.6716016172651553
LMC562.23.19,LPV,OSARG,LPV,344,14.604,14.604,1.559000000000001,1.2342134748385951,0.005,1.6631353149577541,2.6848612083041754,1,0.021000000000000796,0.004000000000001336,-0.03686606567508299
LMC562.31.432,OTHER,,OTHER,343,17.604,17.604,-0.029999999999997584,0.7801804482026412,0.026,,,0,0.059899999999998954,0.012000000000000455,0.3816997473820627
LMC563.13.21,OTHER,,OTHER,337,13.66,13.66,0.766,2.162862993321926,0.009,,,0,0.016000000000000014,0.0039999999999995595,0.4392044935740822
LMC563.22.3825,ECL,,BINARY,337,20.206,20.199,0.259999999999998,-0.3310450272589601,0.417,,,0,0.6382000000000012,0.1410000000000018,0.19311735195709856
LMC562.14.560,ECL,,BINARY,344,18.1115,18.123,-0.04400000000000048,0.2904188476336764,0.195,,,0,0.19184999999999874,0.02200000000000024,4.0939807889921
LMC563.30.873,RRLYR,RRab,PULS,337,18.788,18.686,0.5380000000000003,-0.29164403641921205,0.778,,,0,0.7007999999999974,0.14000000000000057,-0.7878824825894313
LMC562.14.796,OTHER,Spots,OTHER,344,17.559,17.559,-0.022000000000002018,1.7405995128111564,0.051,,,0,0.07084999999999653,0.013999999999999346,4.337741569466544
LMC562.14.10905,OTHER,,OTHER,345,17.665,17.666,0.5109999999999992,0.10260519412656675,0.029,,,0,0.06900000000000261,0.01600000000000179,-0.054763787016633536
LMC562.23.74,LPV,OSARG,LPV,345,15.309,15.309,1.5410000000000021,1.467460109507264,0.01,1.1283346367537161,0.45800954328561694,1,0.02800000000000047,0.006000000000000227,1.7669546607169346
LMC563.30.4,LPV,SRV,LPV,335,13.868,13.898,3.2630000000000017,2.104487111312395,0.104,2.401400540781544,1.9811320754716981,1,0.4272999999999989,0.1169999999999991,-1.1019630932872546
LMC562.06.10141,LPV,OSARG,LPV,320,15.269,15.27,1.6280000000000001,1.1584529606888283,0.008,2.166133970305109,10.178435048253835,1,0.027050000000000907,0.006000000000000227,0.40284452576148544
LMC562.06.3063,OTHER,,OTHER,343,19.513,19.513,0.22299999999999898,-0.5011520808665602,0.12,,,0,0.28880000000000194,0.05900000000000105,0.8447432292238908
LMC563.30.7028,LPV,OSARG,LPV,337,15.338,15.338,1.5939999999999994,1.1357685145678222,0.008,2.274388795550379,13.760058522311631,1,0.025000000000000355,0.004999999999999005,0.8184142658801865
LMC562.14.14037,OTHER,,OTHER,344,19.279,19.274,-0.03400000000000247,0.18699868981896267,0.159,,,0,0.3179000000000016,0.06550000000000011,0.5152788956304306
LMC562.06.46,ELL,OSARG,BINARY,344,15.2615,15.261,1.3629999999999995,2.7299742856995555,0.117,1.1081250947385994,0.023886405959031656,1,0.03185000000000038,0.007500000000000284,-0.3240329979369063
LMC563.05.22,LPV,OSARG,LPV,334,15.185,15.184,1.552999999999999,1.0653182378037371,0.006,2.1293675957229854,11.589090596231609,1,0.022999999999999687,0.004999999999999005,0.602209874011618
LMC562.14.47,LPV,OSARG,LPV,344,15.716,15.716,1.6110000000000024,0.9664702637292844,0.008,1.0589192607188846,1.23722588311548,1,0.026849999999999596,0.004999999999999005,0.39194694322065393
LMC563.05.8313,OTHER,,OTHER,336,16.52,16.515,0.9160000000000004,0.3096259096159888,0.042,,,0,0.09375,0.019000000000001904,-0.1707134902880325
LMC562.14.1,LPV,OSARG,LPV,341,14.592,14.592,1.6809999999999992,2.0530784434834195,0.015,2.505149978319906,2.831858407079646,1,0.034000000000000696,0.006000000000000227,0.09794173288186547
LMC563.22.7148,LPV,SRV,LPV,337,13.949,13.972,2.641,1.9717395908877782,0.309,2.2187979981117376,1.766275346851654,1,0.5253999999999994,0.09600000000000009,-0.5435767522958614
LMC562.06.23,LPV,OSARG,LPV,344,14.653,14.653,1.7529999999999983,1.2894997658738567,0.009,1.4099331233312946,1.3195728075580202,1,0.02370000000000161,0.005000000000000782,0.4202279782507503
LMC563.13.22,DCEP,1O,PULS,337,14.635,14.636,0.5210000000000008,0.4379492784025552,0.209,,,0,0.20620000000000083,0.07200000000000095,-1.4589135655826837
LMC563.22.41,LPV,OSARG,LPV,337,14.704,14.703,1.8120000000000012,1.3517190234228622,0.021,1.4680517914542377,1.3071720946787684,1,0.03999999999999915,0.008999999999998565,-0.40423875937460396
LMC563.05.1905,DSCT,,PULS,334,19.9705,19.947,0.38599999999999923,-1.153826243009016,0.202,,,0,0.4685999999999986,0.09100000000000108,0.3479366158162214
LMC562.06.2929,ECL,,BINARY,343,20.029,20.021,0.3089999999999975,-0.03398552244855201,0.302,,,0,0.5013000000000041,0.09299999999999997,0.6413082698599486
LMC562.14.11189,ECL,,BINARY,345,17.613,17.617,0.7789999999999999,-0.09480337371587638,0.086,,,0,0.09980000000000189,0.015999999999998238,1.6761365954018883
LMC562.06.11553,OTHER,,OTHER,344,18.911,18.906,-0.009000000000000341,0.20906171776681326,0.097,,,0,0.18984999999999985,0.04100000000000037,0.5279746021414509
LMC563.05.8264,LPV,OSARG,LPV,336,15.345,15.345,1.4090000000000007,1.0803739167013093,0.006,1.7444494574467986,4.613978226543672,1,0.023999999999999133,0.004000000000001336,0.3418014030738039
LMC562.14.1487,ECL,,BINARY,344,18.897,18.922,0.027000000000001023,0.3925949612036504,0.472,,,0,0.34270000000000067,0.0365000000000002,4.372311930099578
LMC562.14.10798,OTHER,,OTHER,341,17.187,17.186,-0.06099999999999994,0.6546866104670763,0.033,,,0,0.06099999999999994,0.012000000000000455,1.1801922044215583
LMC562.31.10190,RRLYR,RRab,PULS,345,18.761,18.671,0.43900000000000006,-0.307205234428874,0.678,,,0,0.6225999999999985,0.12199999999999989,-0.3501388545107065
LMC562.31.9244,LPV,OSARG,LPV,345,14.922,14.922,1.5410000000000004,1.0377053131355372,0.006,0.9956790605116221,0.9077656550838911,1,0.019999999999999574,0.004000000000001336,0.08907499122621143
LMC563.30.7005,LPV,SRV,LPV,337,13.869,13.883,2.5370000000000026,2.2247919564926817,0.15,1.9689496809813425,0.5548271752085816,1,0.2259999999999991,0.058999999999999275,-1.026039603292018
LMC562.06.939,OTHER,,OTHER,342,18.093,18.092,-0.038000000000000256,0.8819492718995529,0.048,,,0,0.09399999999999764,0.019999999999999574,-0.5194816400398183
LMC563.05.54,LPV,OSARG,LPV,311,15.611,15.611,1.570999999999998,1.4743619760326307,0.009,2.5563025007672873,12.076484401207649,1,0.0235000000000003,0.004999999999999005,5.4474809985003825
LMC563.22.7672,OTHER,,OTHER,337,18.06,18.061,0.9740000000000002,0.9003124969837266,0.073,,,0,0.11459999999999937,0.022999999999999687,0.629428471747346
LMC562.14.1434,OTHER,,OTHER,340,18.529,18.529,-0.01699999999999946,0.3792148413786265,0.054,,,0,0.12299999999999756,0.02400000000000091,0.252612105203621
LMC562.31.9989,ECL,,BINARY,345,18.119,18.15,0.9009999999999998,1.4561488315831788,0.513,,,0,0.4812000000000012,0.09199999999999875,-0.4943160075324853
LMC563.05.65,OTHER,,OTHER,330,16.068,16.067,0.722999999999999,1.356217134219735,0.011,,,0,0.02499999999999858,0.006000000000000227,-0.08237773947443205
LMC562.14.1462,ECL,,BINARY,344,19.3345,19.352,0.047999999999998266,0.3315722396267091,0.591,,,0,0.4634499999999946,0.0484999999999971,5.284066522210086
LMC562.14.10469,LPV,SRV,LPV,345,15.2,15.199,2.083,1.5435714239623655,0.071,2.4771212547196626,8.581235697940503,1,0.14139999999999908,0.02400000000000091,3.5014606809380906
LMC562.14.10467,LPV,OSARG,LPV,345,14.94,14.94,1.7799999999999994,1.3288890398395605,0.015,1.5166675590990428,1.5409144196951934,1,0.045999999999999375,0.009000000000000341,0.02322534740880977
LMC562.23.11531,DCEP,F,PULS,345,14.843,14.791,0.613999999999999,0.6173244723675255,0.664,,,0,0.6266000000000016,0.1739999999999995,-1.2214306493138392
LMC562.06.536,RRLYR,RRab,PULS,344,18.389499999999998,18.388,0.5019999999999989,-0.14439363076702896,0.323,,,0,0.32269999999999754,0.07900000000000063,-0.8741834083771796
LMC563.05.9347,OTHER,,OTHER,330,18.549,18.541,0.07099999999999795,1.0920887392558065,0.121,,,0,0.17310000000000159,0.03399999999999892,0.5354286437881073
LMC563.22.7174,LPV,OSARG,LPV,337,15.429,15.429,1.645999999999999,2.4345689040341987,0.041,1.2698397095768394,0.06843382352941177,1,0.056199999999998695,0.012000000000000455,0.09004704955546972
LMC562.31.43,LPV,OSARG,LPV,344,15.33,15.329,1.5700000000000003,1.1647988196934553,0.01,1.8055008581584002,4.3722203215874105,1,0.0259999999999998,0.005000000000000782,-0.05795626099390283
LMC563.13.9107,ECL,,BINARY,336,19.215,19.213,0.0990000000000002,-0.3937089431308739,0.139,,,0,0.259249999999998,0.05000000000000071,1.4967859738136835
LMC563.30.485,OTHER,Spots,OTHER,337,17.559,17.584,1.0599999999999987,1.6119143980071067,0.253,,,0,0.2701999999999991,0.062000000000001165,-1.0746784162752432
LMC562.31.1714,OTHER,,OTHER,340,19.572499999999998,19.568,1.0670000000000002,1.3071321906557802,0.148,,,0,0.3022500000000008,0.05749999999999744,0.22520130851982278
LMC562.23.30,LPV,OSARG,LPV,345,14.613,14.614,1.8870000000000005,1.4568213480215986,0.023,2.5809249756756194,13.307719175689837,1,0.07760000000000211,0.017000000000001236,-0.6217207842221417
LMC562.06.2456,ECL,,BINARY,344,20.250500000000002,20.241,0.0990000000000002,0.03162656670510709,0.484,,,0,0.6630499999999984,0.10749999999999815,1.623335234998351
LMC563.13.493,ELL,,BINARY,337,17.58,17.581,0.006000000000000227,1.217246991685393,0.089,,,0,0.09420000000000073,0.028000000000002245,-0.7548335836854672
LMC562.14.1172,OTHER,,OTHER,343,18.697,18.696,-0.06900000000000261,0.18733455473434682,0.101,,,0,0.17190000000000083,0.03400000000000247,0.4353856636353668
LMC563.05.888,RRLYR,RRab,PULS,335,18.626,18.631,0.5960000000000001,-0.10596487931658286,0.507,,,0,0.4977000000000018,0.12299999999999756,-1.0057257948675686
LMC562.14.10425,DCEP,1O,PULS,345,14.448,14.438,0.5919999999999987,0.5329428295467182,0.227,,,0,0.2240000000000002,0.0730000000000004,-1.3913840482266835
LMC563.30.865,ECL,,BINARY,337,19.027,19.025,-0.05299999999999727,-0.19144672452519115,0.134,,,0,0.19819999999999993,0.03500000000000014,0.7499176402374665
LMC563.30.1521,ECL,,BINARY,337,19.235,19.247,0.8859999999999992,0.6771103323325829,0.367,,,0,0.3824000000000005,0.05799999999999983,1.4767240653395963
LMC563.13.803,RRLYR,RRc,PULS,335,18.539,18.529,0.4190000000000005,-0.3887664784796089,0.26,,,0,0.2972999999999999,0.08900000000000219,-1.1191015549003012
LMC562.14.41,LPV,OSARG,LPV,344,15.075,15.071,1.474000000000002,2.530199698203082,0.051,1.5439439424829065,0.10321533923303836,1,0.0638500000000004,0.016000000000000014,-0.6474508009020048
LMC562.06.20,LPV,OSARG,LPV,344,13.8265,13.819,2.337999999999999,1.8808135922807914,0.04,2.525044807036845,4.407894736842105,1,0.17425000000000068,0.039499999999999424,-0.9943271214169118
LMC562.31.2574,ECL,,BINARY,343,20.118,20.126,0.14199999999999946,0.09902386986242165,0.761,,,0,0.783100000000001,0.08800000000000097,6.560579750007235
LMC562.14.72,LPV,OSARG,LPV,344,14.876,14.876,1.572000000000001,1.311541958401195,0.013,2.4727564493172123,14.494875549048317,1,0.04884999999999984,0.009999999999999787,0.14014643996548726
LMC562.14.49,LPV,OSARG,LPV,344,15.048,15.048,1.572000000000001,1.4207806195485655,0.016,2.5171958979499744,12.485768500948765,1,0.03999999999999915,0.008000000000000895,-0.32078843703965854
LMC562.31.10820,ECL,,BINARY,345,19.488,19.486,0.003999999999997783,0.31312026650834807,0.239,,,0,0.3498000000000019,0.05699999999999861,0.9337687925233431
LMC562.06.31,LPV,OSARG,LPV,344,14.736,14.736,2.349999999999998,1.409087369447835,0.009,2.5622928644564746,14.23001949317739,1,0.01899999999999835,0.0039999999999995595,0.09619053098673458
LMC563.22.8118,RRLYR,RRab,PULS,337,18.65,18.638,0.5719999999999992,-0.1955497867633099,0.298,,,0,0.311399999999999,0.08200000000000074,-0.8452988752422321
LMC563.22.859,RRLYR,RRab,PULS,337,18.574,18.521,0.565999999999999,-0.23831868238102907,0.356,,,0,0.38659999999999783,0.0799999999999983,-0.07453072817585893
LMC562.31.60,LPV,SRV,LPV,344,14.797,14.8,1.7989999999999995,1.6513749439130432,0.04,2.074450718954591,2.6489622852041954,1,0.11485000000000056,0.020000000000000462,1.0082506478352555
LMC562.31.10411,RRLYR,RRab,PULS,345,18.527,18.51,0.5670000000000002,-0.1790213170838882,0.361,,,0,0.3454000000000015,0.08900000000000219,-0.8984525093548448
LMC562.06.10096,LPV,OSARG,LPV,344,15.464,15.464,1.4730000000000008,1.3733901996274698,0.007,1.031852631395629,0.45547278422077364,1,0.026850000000001373,0.005000000000000782,1.6458886490828273
LMC562.14.4820,ECL,,BINARY,342,20.408,20.415,0.16799999999999926,-0.1288627448566229,1.012,,,0,1.1317999999999984,0.15500000000000114,6.776295029207837
LMC563.30.3,LPV,OSARG,LPV,331,14.571,14.588,1.6860000000000017,2.530199698203082,0.087,1.567144045195657,0.10887905604719764,1,0.09950000000000081,0.02200000000000024,-0.674961411692268
LMC562.06.12400,ECL,,BINARY,342,20.1035,20.098,0.14000000000000057,0.3126697855210356,0.852,,,0,0.9523499999999956,0.1144999999999996,7.580512722661252
LMC562.23.902,OTHER,,OTHER,327,17.598,17.596,-0.08500000000000085,0.4951042700920252,0.054,,,0,0.07879999999999754,0.01699999999999946,-0.3507177837974367
LMC562.06.10116,OTHER,,OTHER,344,14.843,14.845,0.9669999999999987,-0.12617853337581705,0.041,,,0,0.05084999999999873,0.012000000000000455,-0.33103504498866076
LMC563.05.1185,RRLYR,RRab,PULS,337,18.61,18.596,0.620000000000001,-0.19793403298314577,0.31,,,0,0.3194000000000017,0.08399999999999963,-0.7232152419613125
LMC563.22.7197,LPV,OSARG,LPV,301,14.912,14.912,,1.131779009369187,0.006,2.5352941200427703,25.322997416020673,1,0.02200000000000024,0.005000000000000782,-0.054848987819317685
LMC562.06.10073,LPV,SRV,LPV,344,13.1725,13.165,2.6660000000000004,2.3332456989619628,0.326,2.5634810853944106,1.6991643454038996,1,0.5128500000000003,0.11799999999999944,-0.9183164259702745
LMC562.23.11608,OTHER,,OTHER,338,16.15,16.149,2.9890000000000008,0.3174281325743115,0.021,,,0,0.03100000000000236,0.0070000000000014495,-0.34475918574313846
LMC563.30.14,LPV,OSARG,LPV,337,14.387,14.404,2.091000000000001,1.7123971314067148,0.063,1.9890046156985368,1.890634089586969,1,0.21300000000000097,0.041999999999999815,-0.6396720616169511
LMC562.23.11516,DCEP,F,PULS,331,15.556,15.498,0.5950000000000006,0.36847562713741383,0.604,,,0,0.5629999999999988,0.14500000000000135,-1.1111038957237467
LMC562.31.25,DCEP,F,PULS,344,14.160499999999999,14.17,0.8089999999999993,0.8723689957913916,0.279,,,0,0.266,0.07449999999999868,-1.1995947154649187
LMC562.14.29,LPV,SRV,LPV,344,13.853,13.875,3.315999999999999,2.0863598306747484,0.306,2.0273496077747564,0.8729508196721312,1,0.4986999999999995,0.09049999999999958,0.023891519442893916
LMC562.31.28,LPV,SRV,LPV,344,13.859,13.819,3.0649999999999995,2.2626883443016963,0.261,2.1914510144648953,0.8487165483342436,1,0.35799999999999876,0.051000000000000156,-0.16050991892806632
LMC563.13.7540,LPV,OSARG,LPV,336,14.643,14.642,1.6969999999999992,1.316117183498905,0.01,2.5705429398818973,17.964939392475973,1,0.028999999999999915,0.005999999999998451,0.1840291814871775
LMC562.23.52,DCEP,F,PULS,334,15.151,15.115,0.6579999999999995,0.5311087148575134,0.503,,,0,0.48499999999999943,0.1349999999999998,-1.2363536566395605
LMC563.05.9035,RRLYR,RRab,PULS,335,18.559,18.537,0.5670000000000002,-0.17989973437584691,0.441,,,0,0.4189000000000007,0.10699999999999932,-0.913380514833035
LMC562.23.12328,OTHER,,OTHER,340,18.221,18.222,0.0329999999999977,0.529661300653685,0.048,,,0,0.09915000000000163,0.019499999999998963,1.0200853271168824
LMC563.30.7007,LPV,OSARG,LPV,337,14.642,14.643,1.6739999999999995,1.3538393238045425,0.024,1.511749711344983,1.4385017267333748,1,0.04339999999999833,0.009000000000000341,-0.3873063503563947
LMC562.23.17,LPV,OSARG,LPV,336,14.499,14.501,1.6489999999999991,1.9036325160842376,0.036,1.7367947549243608,0.681023720349563,1,0.08000000000000007,0.014000000000001123,0.2933325386293619
LMC563.22.9188,ECL,,BINARY,318,19.717,19.761,0.8930000000000007,0.09773820414071736,0.624,,,0,0.7114499999999992,0.11299999999999777,-0.06417819695363391
LMC562.14.10439,DCEP,1O,PULS,345,14.69,14.682,0.6829999999999998,0.5228757052083239,0.148,0.6877785864933649,1.4618502329516305,1,0.14480000000000004,0.04699999999999882,-1.27518135572434
LMC562.31.29,LPV,OSARG,LPV,344,14.174,14.173,1.8950000000000014,1.4602963267574753,0.018,1.5892792212359672,1.3458073458073458,1,0.04100000000000037,0.009999999999999787,-0.7336055147013996
LMC562.23.14,DCEP,F,PULS,337,14.843,14.821,0.6379999999999999,0.6317511163738814,0.563,,,0,0.5351999999999997,0.15199999999999925,-1.228471104129203
LMC563.13.7561,LPV,OSARG,LPV,336,15.246,15.246,1.6229999999999993,1.3767046719469789,0.007,1.3019843940704392,0.841937245348007,1,0.02424999999999855,0.004999999999999005,-0.09391464016049778
LMC562.14.10435,LPV,OSARG,LPV,345,13.831,13.829,2.1799999999999997,1.9206450014067875,0.067,1.9758911364017928,1.1356542617046819,1,0.16300000000000026,0.0389999999999997,-0.6823930683300095
LMC562.14.2247,OTHER,,OTHER,344,20.246499999999997,20.215,0.2259999999999991,0.6119356250401226,0.367,,,0,0.6305000000000014,0.13149999999999906,1.0574625830032915
LMC563.05.9242,ECL,,BINARY,336,19.066000000000003,19.078,0.03100000000000236,-0.19621796791618246,0.407,,,0,0.4327500000000022,0.08099999999999596,-0.0036622931551764104
LMC563.13.4,LPV,OSARG,LPV,331,13.787,13.786,1.7800000000000011,1.6519560695330742,0.016,2.499687082618404,7.042567416982394,1,0.04100000000000037,0.0070000000000014495,-0.047727855564092536
