id,type,subtype,class_grouped,n_obs_I,I_median,I_mean,V_minus_I,log_period,I_amp,log_period2,period_ratio,has_period2,I_p95_p5,I_mad,I_kurtosis
LMC563.25.7078,LPV,OSARG,LPV,337,14.483,14.481,1.7810000000000006,1.3946967778918842,0.018,1.5790973265526438,1.5289755783025711,1,0.05039999999999978,0.009999999999999787,-0.31672205970597433
LMC563.25.7699,ECL,,BINARY,329,17.574,17.579,0.9770000000000003,1.2634348501499295,0.22,,,0,0.17840000000000344,0.030999999999998806,1.9740171195158567
LMC563.16.2,LPV,SRV,LPV,242,13.4775,13.514,2.9110000000000014,1.9978230807457256,0.193,2.162862993321926,1.4623115577889447,1,0.3108500000000003,0.07199999999999918,-0.9139718234682883
LMC563.25.23,LPV,OSARG,LPV,337,15.359,15.36,1.4299999999999997,1.2406989791863077,0.007,1.0950297966484517,0.7150407905320005,1,0.0259999999999998,0.005000000000000782,-0.00545406053939379
LMC563.25.7436,OTHER,,OTHER,337,17.932,17.933,1.064,1.634578022853888,0.056,,,0,0.09619999999999962,0.020999999999997243,-0.45707587381340664
LMC563.25.7138,ECL,,BINARY,337,16.28,16.286,1.2539999999999978,1.9372168908627054,0.078,,,0,0.08399999999999963,0.022999999999999687,-1.0022380577084267
LMC563.16.11385,OTHER,,OTHER,337,20.178,20.165,0.5190000000000019,-0.53925997456702,0.214,,,0,0.5521999999999991,0.1039999999999992,0.5377866719808377
LMC563.16.1081,OTHER,,OTHER,337,18.371,18.364,0.0519999999999996,0.7402126345713345,0.089,,,0,0.1363999999999983,0.03200000000000003,-0.21526730423951657
LMC563.16.8600,OTHER,Spots,OTHER,337,18.164,18.155,1.1069999999999993,1.5909532351879858,0.091,,,0,0.17719999999999914,0.03399999999999892,0.2242606185354501
LMC563.25.34,LPV,OSARG,LPV,337,14.941,14.941,1.647999999999998,1.0595255527386904,0.007,2.395501124305626,21.675821780451653,1,0.0259999999999998,0.004000000000001336,0.576873163714883
LMC563.25.18,LPV,OSARG,LPV,335,14.708,14.708,1.700000000000001,1.5289167002776547,0.02,2.459392487759231,8.520710059171599,1,0.05400000000000027,0.009999999999999787,0.22653817636859586
LMC563.25.8275,ECL,,BINARY,337,19.263,19.304,0.267000000000003,-0.05181989413017918,0.549,,,0,0.5836000000000006,0.06899999999999906,2.464180428737547
LMC563.25.7104,LPV,OSARG,LPV,336,15.373,15.373,1.4620000000000015,1.1021248557345258,0.013,2.5327543789924976,26.954390957236583,1,0.029249999999999332,0.006999999999999673,0.09694058894123403
LMC563.16.2567,ECL,,BINARY,337,19.409,19.421,0.2680000000000007,0.11372615076097252,0.533,,,0,0.5314000000000014,0.06700000000000017,2.6594328667914575
LMC563.16.1191,OTHER,,OTHER,335,18.894,18.89,0.39399999999999835,0.6419795016822174,0.102,,,0,0.18559999999999732,0.03999999999999915,-0.10490459799423402
LMC563.25.8273,ECL,,BINARY,337,19.172,19.193,0.07699999999999818,-0.01431760562272284,0.478,,,0,0.4784000000000006,0.06099999999999994,1.7187207515623242
LMC563.16.12914,ECL,,BINARY,336,20.325,20.33,0.48600000000000065,0.252991788946923,0.527,,,0,0.7340000000000018,0.11299999999999955,1.2549086417241662
LMC563.16.8331,LPV,OSARG,LPV,337,15.055,15.055,1.6449999999999996,1.2125604579711438,0.006,2.076640443670342,7.312737526051244,1,0.023999999999999133,0.005000000000000782,0.1446112832825337
LMC563.16.14,LPV,OSARG,LPV,103,14.604,14.603,,1.3661239850211335,0.017,1.5368108659915414,1.4814495997245416,1,0.02689999999999948,0.005999999999998451,1.2655263816123528
LMC563.16.8347,LPV,OSARG,LPV,337,14.787,14.787,1.8519999999999985,1.4775553321989812,0.011,1.7194970166105816,1.7455877455877455,1,0.034199999999998454,0.006999999999999673,-0.1598264613976932
LMC563.16.355,OTHER,Spots,OTHER,335,18.443,18.446,1.0939999999999976,1.7445276734725665,0.104,,,0,0.16830000000000211,0.036000000000001364,0.05175552239166148
LMC563.25.8719,ECL,,BINARY,337,19.307,19.311,0.12300000000000111,0.3603864401612952,0.361,,,0,0.31359999999999744,0.04900000000000304,3.702897450426262
LMC563.16.1582,DSCT,,PULS,331,19.418,19.417,0.4089999999999989,-1.0740287146825946,0.135,,,0,0.307500000000001,0.06099999999999994,-0.1069077410307191
LMC563.16.8393,LPV,OSARG,LPV,337,15.6,15.601,1.6969999999999974,1.1550322287909702,0.007,2.6190933306267428,29.111266620013996,1,0.028999999999999915,0.006000000000000227,-0.5135694877024015
LMC563.16.8303,LPV,OSARG,LPV,337,14.465,14.465,1.7920000000000016,1.4008832155483628,0.01,1.3304543597219978,0.8502979737783075,1,0.02519999999999989,0.006000000000000227,0.5417812961942046
