id,ra,dec,type,subtype,I_mean,V_mean,period,I_amp,period2,class_grouped,n_obs_I,I_median,I_p95_p5,I_mad,I_kurtosis,V_minus_I,log_period,log_period2,period_ratio,has_period2,phot_I_path,phot_V_path,n_obs_I_phot,I_phot_mean,I_phot_median,I_phot_weighted_mean,I_phot_std,I_phot_mad,I_phot_p95_p5,n_obs_V,V_phot_mean,V_phot_median,V_phot_weighted_mean,V_phot_std,V_phot_mad,V_phot_p95_p5,V_minus_I_phot_mean,V_minus_I_phot_median,V_minus_I_phot_weighted_mean,ls_period_I,ls_log_period_I,ls_frequency_I,ls_power_I,ls_period_catalog_ratio,ls_log_period_delta_catalog,fourier_period_I,fourier_period_source_I,fourier_phase_coverage_I,fourier_offset_I,fourier_model_amp_I,fourier_total_amp_I,fourier_resid_std_I,fourier_chi2_red_I,fourier_var_ratio_I,fourier_A1_I,fourier_phi1_I,fourier_A2_I,fourier_phi2_I,fourier_A3_I,fourier_phi3_I,fourier_A4_I,fourier_phi4_I,fourier_R21_I,fourier_phi21_I,fourier_R31_I,fourier_phi31_I,fourier_R41_I,fourier_phi41_I
LMC563.25.22,05:47:03.98,-66:09:58.4,LPV,OSARG,14.728,16.574,50.41,0.025,229.6,LPV,337,14.727,0.0475999999999992,0.0090000000000003,0.988649813703662,1.8460000000000016,1.7025166974381505,2.360971883725936,4.554651854790716,1,OGLE4-GSEP-full\phot\I\LMC563.25.22.dat,OGLE4-GSEP-full\phot\V\LMC563.25.22.dat,337,14.727596439169142,14.727,14.72759643916914,0.0145239043237882,0.0090000000000003,0.0475999999999992,29,16.575724137931036,16.571,16.576588815789474,0.0282689842049602,0.0180000000000006,0.0765999999999991,1.8481276987618944,1.8440000000000007,1.848992376620334,50.43275606453971,1.7027127022641364,0.0198283829406483,0.1586898805209501,1.0004514196496672,0.0001960048259859,50.43275606453971,lomb_scargle,1.0,14.727640933061066,0.027039293707632292,0.011009542560512398,0.012246829536774908,6.145720015140037,0.2889820133446932,0.008135725426357737,5.54419763508485,0.007190163905015048,5.43725397729622,0.000892211190287266,3.9393073249705943,0.0015891826168175232,4.649635319316616,0.8837766183358028,0.6320440143061061,0.1096658433674178,6.156270341254801,0.1953338557455448,1.3224007005159741
LMC563.16.8438,05:47:04.85,-66:20:40.9,ELL,,17.118,17.289,16.0784,0.1,,BINARY,336,17.121499999999997,0.1112499999999983,0.0329999999999994,-1.0672467949011473,0.1710000000000029,1.2062428288810865,,,0,OGLE4-GSEP-full\phot\I\LMC563.16.8438.dat,,336,17.12067857142857,17.121499999999997,17.118934525220194,0.0377608059344442,0.0329999999999994,0.1112499999999983,0,,,,,,,,,,8.039539763399748,0.9052311875622662,0.1243852296809987,0.875594690174615,0.5000211316673143,-0.3010116413188203,8.039539763399748,lomb_scargle,1.0,17.11912603882928,0.10040089807075933,0.05030292613069756,0.013220810861269512,1.6622057210564423,0.8774160321920008,0.050278898804299546,0.5172826857264664,0.0002816531359108667,2.287280533126589,0.00047735650343149334,6.0584450841765,0.001452416819333882,5.2596718443386,0.005601815922960935,1.2527151616736563,0.009494171805343373,4.506597026997101,0.02888720425216791,3.1905411014327343
LMC563.25.156,05:47:05.22,-66:09:36.9,ECL,,16.574,17.264,112.1,0.073,,BINARY,337,16.573,0.059000000000001,0.0120000000000004,0.5451099634247827,0.6899999999999977,2.049605612594973,,,0,OGLE4-GSEP-full\phot\I\LMC563.25.156.dat,,337,16.575816023738874,16.573,16.574983692537142,0.0187041975069872,0.0120000000000004,0.059000000000001,0,,,,,,,,,,107.52690901490556,2.031517161686764,0.0092999976393014,0.1859865394498316,0.959205254370255,-0.0180884509082095,107.52690901490556,lomb_scargle,1.0,16.574568856030396,0.03158944190572465,0.013087097664565556,0.016535212009159302,4.378184606207091,0.21847769806665762,0.01201689036148022,5.293441490377681,0.004802806480176911,2.735884458335789,0.0017212263644925427,4.21587042944927,0.0009148229545586868,1.5865655280562783,0.39967132392021837,4.715372091939599,0.14323392431122464,0.9019165726753986,0.07612809362820887,5.5455407952639
LMC563.16.2213,05:47:06.10,-66:25:00.8,DSCT,,20.035,20.553,0.0945152,0.305,,PULS,335,20.067,0.5195000000000007,0.1000000000000014,0.2357692112424088,0.5180000000000007,-1.024498342334276,,,0,OGLE4-GSEP-full\phot\I\LMC563.16.2213.dat,OGLE4-GSEP-full\phot\V\LMC563.16.2213.dat,335,20.066910447761195,20.067,20.030056383874584,0.1565499414626354,0.1000000000000014,0.5195000000000007,29,20.565896551724133,20.546,20.55832825513995,0.142620461572361,0.0889999999999986,0.4308000000000014,0.4989861039629382,0.4789999999999992,0.5282718712653676,0.0863334346211656,-1.063820981116547,11.58299799362828,0.2167544444647913,0.9134343959613443,-0.0393226387822713,0.0863334346211656,lomb_scargle,1.0,20.0381874886863,0.23952336581204783,0.10451560101103126,0.1365674995593766,1.8011102282228588,0.23899257051152956,0.09881617296628172,4.393156247130136,0.02639544321182896,0.5291937254463696,0.01217680872844928,4.469796473438469,0.017716679198903164,1.482496751221074,0.2671166310077165,4.309251845545269,0.12322688040756527,3.8566983464072333,0.17928926679794097,2.759427684239288
LMC563.16.12,05:47:07.16,-66:24:43.2,LPV,OSARG,14.629,16.186,15.684,0.006,20.618,LPV,336,14.629,0.0190000000000001,0.0039999999999995,0.6181722761582238,1.5570000000000004,1.195456833628169,1.3142465352884218,1.3145881152767152,1,OGLE4-GSEP-full\phot\I\LMC563.16.12.dat,,336,14.629193452380951,14.629,14.629193452380951,0.0058028365671101,0.0039999999999995,0.0190000000000001,0,,,,,,,,,,0.4839523645856321,-0.315197383842611,2.066319070175876,0.0827471047101783,0.0308564374257607,-1.51065421747078,0.4839523645856321,lomb_scargle,1.0,14.629270685042437,0.006903702822012074,0.0026688864034014412,0.00549484455670034,1.2372796446813805,0.1033351525725843,0.0024058205928939773,0.6051395005469064,0.0005483219961155689,3.734529427918303,0.0007102083902326731,3.3774586358002794,0.0007279621831436742,6.146946467287801,0.22791474881175108,2.52425042682449,0.2952042194378089,1.5620401341595604,0.3025837360000331,3.7263884651001757
LMC563.16.22,05:47:07.66,-66:28:09.3,LPV,OSARG,14.939,16.597,12.193,0.005,30.13,LPV,337,14.938,0.0259999999999998,0.0050000000000007,0.0829441295299719,1.6580000000000013,1.0861105738013197,1.478999131673357,2.47108996965472,1,OGLE4-GSEP-full\phot\I\LMC563.16.22.dat,,337,14.93855192878338,14.938,14.938551928783385,0.0077734555284028,0.0050000000000007,0.0259999999999998,0,,,,,,,,,,335.1742796018714,2.5252706846135022,0.0029835224862355,0.1068931287191406,27.48907402623402,1.4391601108121828,335.1742796018714,lomb_scargle,1.0,14.93876212799605,0.008416941023067908,0.003813760160324352,0.007270681581321703,2.166085900090505,0.12517333155758692,0.003568876055786377,4.429189812985989,0.00026510819712857107,5.671634289172658,0.001077004029661878,3.248604891146605,0.0007600461978190631,2.712323574227831,0.0742833858572195,3.096439970380267,0.3017768095128111,2.5274060665478117,0.21296514250943696,3.8451202438226346
LMC563.25.8058,05:47:08.20,-65:57:37.0,ECL,,18.908,19.169,1.557962,0.357,,BINARY,337,18.902,0.3653999999999975,0.0760000000000005,0.3433035997012488,0.2609999999999992,0.192556860659027,,,0,OGLE4-GSEP-full\phot\I\LMC563.25.8058.dat,OGLE4-GSEP-full\phot\V\LMC563.25.8058.dat,337,18.92661424332344,18.902,18.898419519290563,0.1173122848531913,0.0760000000000005,0.3653999999999975,29,19.166793103448278,19.108,19.13866123776604,0.1457488983811212,0.0650000000000012,0.3987999999999978,0.240178860124832,0.2059999999999995,0.2402417184754774,0.3042887340605931,-0.5167141265964523,3.2863523622957063,0.3993594066916254,0.1953120384583148,-0.7092709872554794,0.3042887340605931,lomb_scargle,1.0,18.902333926121056,0.22227598261468684,0.09992116418769616,0.08991514345135776,4.0863454109412185,0.41253946560049415,0.09641481040871511,0.2969871849438749,0.021117045033506237,0.8063244093503941,0.012313109847877817,1.312560025138374,0.009533159046350614,1.9078376680302298,0.21902283418894147,0.2123500394626443,0.12770973459036966,0.42159847030674935,0.09887650046645628,0.7198889282547303
LMC563.25.7568,05:47:11.60,-65:58:51.0,OTHER,,17.676,17.67,1.72661,0.03,,OTHER,336,17.68,0.0749999999999992,0.0150000000000005,0.1512817218187883,-0.0059999999999966,0.2371942518839784,,,0,OGLE4-GSEP-full\phot\I\LMC563.25.7568.dat,,336,17.678773809523808,17.68,17.676302773442817,0.0228243657134284,0.0150000000000005,0.0749999999999992,0,,,,,,,,,,1.7267329470242936,0.2372251756671409,0.5791283485517063,0.1834916110835869,1.0000712071772395,3.092378316246758e-05,1.7267329470242936,lomb_scargle,1.0,17.676281924878385,0.032900971213717975,0.01490974905007774,0.02012443121745072,1.5613279730087457,0.22259058761704553,0.013285350856456232,3.4772374931163923,0.006274335473696612,3.903110218215982,0.00097457228675298,1.371619104050284,0.0023415790780063543,5.5771462388990685,0.4722747288715749,3.2318205391627837,0.07335690997421952,3.50627723906028,0.176252708965411,4.234566880792672
LMC563.16.8332,05:47:13.22,-66:19:04.8,OTHER,,15.427,16.525,2.13008,0.035,,OTHER,337,15.427,0.0633999999999996,0.0120000000000004,-0.2385956188006077,1.097999999999999,0.3283959146622623,,,0,OGLE4-GSEP-full\phot\I\LMC563.16.8332.dat,OGLE4-GSEP-full\phot\V\LMC563.16.8332.dat,337,15.427,15.427,15.426960691431894,0.0190500593674865,0.0120000000000004,0.0633999999999996,29,16.52958620689655,16.525,16.529631115459882,0.0299350693064877,0.0199999999999995,0.0952000000000019,1.1025862068965484,1.097999999999999,1.1026704240279877,0.9967084180745164,-0.0014318737267457,1.0033024522175125,0.4019157462524633,0.4679206499636241,-0.329827788389008,0.9967084180745164,lomb_scargle,0.75,15.432841201027802,0.0424095438265104,0.023818662680296022,0.014476401703611525,8.464004972246443,0.4225311203292409,0.022911955173683,2.877782813646687,0.006127079799156538,4.99021005925282,0.0014545941281222166,0.7864733538420875,0.0016474377238814002,3.7136508835700592,0.26741846135393066,5.517829739139032,0.06348625061003019,4.7194955272611985,0.07190297429412182,4.768890243342483
LMC563.16.8349,05:47:13.59,-66:15:45.8,LPV,OSARG,14.871,16.492,15.494,0.005,116.5,LPV,337,14.87,0.0199999999999995,0.0040000000000013,0.694412231329057,1.6210000000000004,1.1901635516307052,2.0663259253620376,7.519039628243191,1,OGLE4-GSEP-full\phot\I\LMC563.16.8349.dat,OGLE4-GSEP-full\phot\V\LMC563.16.8349.dat,337,14.87100890207715,14.87,14.87100890207715,0.006417278873184,0.0040000000000013,0.0199999999999995,29,16.489724137931034,16.49,16.489943620178042,0.0100317230813203,0.0060000000000002,0.0282000000000017,1.618715235853884,1.6199999999999992,1.618934718100892,0.498066903094338,-0.302712316490988,2.0077623985599216,0.1060282341309097,0.0321457921191647,-1.4928758681216934,0.498066903094338,lomb_scargle,1.0,14.87016564532459,0.007210398832756534,0.00337962461386286,0.006057505391026804,1.503533273773063,0.10898340387114414,0.002994667721862865,0.77615869584078,0.0013079604338560801,3.866853107662109,0.00021711915764575357,0.315230892227728,0.0008342221173707744,2.765957889685961,0.4367631254403241,2.314535715980549,0.07250191934839845,4.269940111884974,0.2785691752311798,5.944508413502428
LMC563.25.1419,05:47:14.41,-66:11:16.5,ECL,,19.365,19.838,4.9575,0.407,,BINARY,337,19.36,0.3675999999999995,0.0569999999999986,1.5456947538048067,0.4730000000000025,0.6952627228773403,,,0,OGLE4-GSEP-full\phot\I\LMC563.25.1419.dat,,337,19.379151335311573,19.36,19.358355042161485,0.1087966003317537,0.0569999999999986,0.3675999999999995,0,,,,,,,,,,2.478732952230312,0.3942297403136054,0.4034319223860808,0.2130692052842929,0.4999965612164018,-0.3010329825637348,2.478732952230312,lomb_scargle,1.0,19.364533504463576,0.18996224581605153,0.07698175846885874,0.09133052255019168,1.9268761642166252,0.2953049264133156,0.06597667243271918,3.762061131415337,0.030777072217050172,1.3894745712297132,0.017084640575778846,5.011393775782722,0.018279953878670128,2.467280117738816,0.46648415390205694,0.14853761557862555,0.25894971579843157,0.00839568871629659,0.2770669269098319,6.268591513616228
LMC563.25.7078,05:47:14.49,-66:00:22.5,LPV,OSARG,14.481,16.262,24.814,0.018,37.94,LPV,337,14.483,0.0503999999999997,0.0099999999999997,-0.3167220597059743,1.7810000000000006,1.3946967778918842,1.5790973265526438,1.5289755783025711,1,OGLE4-GSEP-full\phot\I\LMC563.25.7078.dat,OGLE4-GSEP-full\phot\V\LMC563.25.7078.dat,337,14.480827893175071,14.483,14.480827893175077,0.0153075628876703,0.0099999999999997,0.0503999999999997,29,16.256793103448278,16.257,16.256793103448278,0.0283150380418311,0.022000000000002,0.0792000000000001,1.7759652102732044,1.774000000000001,1.7759652102732026,0.4987983370292396,-0.3020750031089496,2.0048182316641925,0.2470949075648001,0.0201014885560264,-1.6967717810008338,0.4987983370292396,lomb_scargle,1.0,14.482530007100266,0.024986623578734313,0.010775797657208095,0.013324970756309283,7.27541806592478,0.24225963204723733,0.010406531153885738,0.755265295866795,0.0007233027772641202,2.2913260334466754,0.0022986011247638455,1.1346427844030085,0.001419574039609577,0.6544436763772403,0.06950469532722661,0.7807954417130853,0.22088062686532786,5.15203220398221,0.1364118377793465,3.9165678000896467
LMC563.25.7699,05:47:14.53,-65:56:03.2,ECL,,17.579,18.556,18.3415,0.22,,BINARY,329,17.574,0.1784000000000034,0.0309999999999988,1.974017119515857,0.9770000000000004,1.2634348501499295,,,0,OGLE4-GSEP-full\phot\I\LMC563.25.7699.dat,OGLE4-GSEP-full\phot\V\LMC563.25.7699.dat,329,17.581477203647417,17.574,17.576754364288668,0.0532387649612159,0.0309999999999988,0.1784000000000034,27,18.563703703703705,18.566,18.562221375872483,0.0414012400546495,0.0310000000000023,0.1326000000000036,0.9822265000562886,0.9919999999999972,0.9854670115838148,0.8995175798693894,-0.0459903445300345,1.1117070109349063,0.4518036789558248,0.0490427489501616,-1.309425194679964,0.8995175798693894,lomb_scargle,1.0,17.577294579728505,0.11133309071170308,0.04964121973369171,0.03843609640154299,6.485802997045464,0.4787781615770803,0.04856002186979168,3.4484368463966617,0.007033104152301522,6.108083087526538,0.005679416336407473,3.0021561151989524,0.004945164174690692,6.047637764616083,0.1448332163267968,5.4943947019128005,0.11695662641248801,5.22321619036814,0.10183611918360749,4.820260993388609
LMC563.16.2,05:47:14.70,-66:31:09.9,LPV,SRV,13.514,16.425,99.5,0.193,145.5,LPV,242,13.4775,0.3108500000000003,0.0719999999999991,-0.9139718234682884,2.9110000000000014,1.9978230807457256,2.162862993321926,1.4623115577889447,1,OGLE4-GSEP-full\phot\I\LMC563.16.2.dat,,242,13.503202479338842,13.4775,13.503202479338842,0.1029529376934892,0.0719999999999991,0.3108500000000003,0,,,,,,,,,,741.3992550000004,2.8700521452900496,0.0013488009237344,0.3576477977594632,7.451248793969851,0.872229064544324,741.3992550000004,lomb_scargle,0.85,13.475869799959511,0.261774035437641,0.10160377440341707,0.0599268623012043,148.58131277072414,0.6611826889614607,0.037305742887707376,0.6576033054257023,0.055963243849199755,5.355655274902604,0.07392318106796567,5.659187615844637,0.01830538607307996,5.411884332657145,1.5001240966478706,4.040448664051199,1.9815496313926537,3.68637769956753,0.49068547242659977,2.7814711109543357
LMC563.25.23,05:47:15.35,-66:09:47.5,LPV,OSARG,15.36,16.79,17.406,0.007,12.446,LPV,337,15.359,0.0259999999999998,0.0050000000000007,-0.0054540605393937,1.4299999999999995,1.2406989791863077,1.0950297966484517,0.7150407905320005,1,OGLE4-GSEP-full\phot\I\LMC563.25.23.dat,OGLE4-GSEP-full\phot\V\LMC563.25.23.dat,337,15.35972106824926,15.359,15.35969261510282,0.00779074932506,0.0050000000000007,0.0259999999999998,29,16.78789655172414,16.784,16.789322241162083,0.0118512953709897,0.0069999999999978,0.034200000000002,1.4281754834748792,1.424999999999999,1.4296296260592616,0.5141136293864736,-0.288940882635832,1.945095291858664,0.1325519924191873,0.0295365752836075,-1.5296398618221396,0.5141136293864736,lomb_scargle,1.0,15.3595817099705,0.010428971215975573,0.004285732188143137,0.007135041574737666,2.0627345044306282,0.1612460960467742,0.0038485796725133098,5.486702302056773,0.001033317318733531,3.609252452022686,0.0012819774023543503,5.928527748792347,0.0009190887614706464,3.9758592739656615,0.26849316024649805,5.202218462268313,0.33310403095206204,2.0347914569812033,0.23881245541954357,0.8786059872773286
