id,ra,dec,type,subtype,I_mean,V_mean,period,I_amp,period2,class_grouped,n_obs_I,I_median,I_p95_p5,I_mad,I_kurtosis,V_minus_I,log_period,log_period2,period_ratio,has_period2,phot_I_path,phot_V_path,n_obs_I_phot,I_phot_mean,I_phot_median,I_phot_weighted_mean,I_phot_std,I_phot_mad,I_phot_p95_p5,n_obs_V,V_phot_mean,V_phot_median,V_phot_weighted_mean,V_phot_std,V_phot_mad,V_phot_p95_p5,V_minus_I_phot_mean,V_minus_I_phot_median,V_minus_I_phot_weighted_mean,ls_period_I,ls_log_period_I,ls_frequency_I,ls_power_I,ls_period_catalog_ratio,ls_log_period_delta_catalog,fourier_period_I,fourier_period_source_I,fourier_phase_coverage_I,fourier_offset_I,fourier_model_amp_I,fourier_total_amp_I,fourier_resid_std_I,fourier_chi2_red_I,fourier_var_ratio_I,fourier_A1_I,fourier_phi1_I,fourier_A2_I,fourier_phi2_I,fourier_A3_I,fourier_phi3_I,fourier_A4_I,fourier_phi4_I,fourier_R21_I,fourier_phi21_I,fourier_R31_I,fourier_phi31_I,fourier_R41_I,fourier_phi41_I
LMC563.23.30,05:51:01.34,-66:10:02.4,LPV,OSARG,14.76,16.471,20.057,0.011,215.0,LPV,337,14.759,0.0311999999999983,0.0060000000000002,0.1606326225936771,1.7110000000000003,1.302265974502973,2.3324384599156054,10.719449568729123,1,OGLE4-GSEP-full\phot\I\LMC563.23.30.dat,OGLE4-GSEP-full\phot\V\LMC563.23.30.dat,337,14.760100890207712,14.759,14.760100890207717,0.0097306844283054,0.0060000000000002,0.0311999999999983,29,16.467793103448276,16.47,16.466847320525787,0.0181784395651727,0.0120000000000004,0.0576000000000007,1.7076922132405628,1.7109999999999983,1.7067464303180715,0.4983667454524872,-0.3024509445758476,2.006554428289672,0.2017502348545364,0.0248475218353934,-1.6047169190788206,0.4983667454524872,lomb_scargle,1.0,14.761025944263471,0.01653867989264747,0.007661598624445083,0.008432521439952077,2.9136698039810347,0.24902041444523626,0.0071922400901838325,5.844368137374006,0.002076929917351968,5.233135132418636,0.0015014716975640192,1.0956199830254836,0.0006353902950736746,5.00341259958571,0.2887737188009921,6.110769472029797,0.20876273299236342,2.412071492442223,0.0883438660426357,0.4754959716284475
LMC562.24.1827,05:51:01.46,-67:19:06.9,RRLYR,RRab,18.648,19.196,0.5621205,0.543,,PULS,345,18.668,0.5146000000000015,0.1359999999999992,-0.9800078912810856,0.5480000000000018,-0.2501705761115553,,,0,OGLE4-GSEP-full\phot\I\LMC562.24.1827.dat,OGLE4-GSEP-full\phot\V\LMC562.24.1827.dat,345,18.667228985507244,18.668,18.62359689550104,0.1665128225922273,0.1359999999999992,0.5146000000000015,29,19.20044827586207,19.246,19.090215451329048,0.2606273456498622,0.1760000000000019,0.7740000000000009,0.5332192903548254,0.5779999999999994,0.4666185558280062,1.2881180526957785,0.1099556668164281,0.776326360699003,0.4432779792881782,2.291533670620051,0.3601262429279835,1.2881180526957785,lomb_scargle,1.0,18.6460005625978,0.3935801464248599,0.17816575124711664,0.1161329919764931,15.238502466235158,0.5135750255428195,0.1637872544340354,3.104654859251021,0.052989842439939816,4.841544200084629,0.037962392428272436,0.4611774317102857,0.02583996055960988,2.4285236598468587,0.3235284859194049,4.915419788762173,0.2317786726412318,3.7135834683163953,0.15776539297211806,2.5762748372019466
LMC562.24.2995,05:51:01.57,-67:22:39.0,DSCT,,19.779,20.216,0.094778,0.155,,PULS,340,19.791,0.3531000000000048,0.0715000000000003,-0.3771057268416573,0.4370000000000011,-1.0232924599975397,,,0,OGLE4-GSEP-full\phot\I\LMC562.24.2995.dat,,340,19.79213529411765,19.791,19.77387228962233,0.1060188631358647,0.0715000000000003,0.3531000000000048,0,,,,,,,,,,0.1047309980896809,-0.979924757606468,9.548271459646568,0.1377650094807396,1.105013801617263,0.0433677023910716,0.1047309980896809,lomb_scargle,1.0,19.77876757240596,0.12934449475773918,0.062149694299935075,0.09763920609498696,1.4256142077315428,0.15183139447297933,0.059794764054752564,3.102638505957655,0.009547342025271239,4.792759032270347,0.012988915886816126,6.012083200137895,0.005225611691425017,4.62451572359198,0.15966852911283297,4.870667327534623,0.2172249709844578,2.987352989444516,0.0873924627688146,4.780332314120532
LMC562.15.15153,05:51:01.61,-67:31:19.0,OTHER,,19.299,19.249,1.59164,0.208,,OTHER,345,19.309,0.3376000000000019,0.0730000000000004,-0.1243168595197503,-0.0500000000000007,0.2018448450012333,,,0,OGLE4-GSEP-full\phot\I\LMC562.15.15153.dat,,345,19.306089855072464,19.309,19.28909059066558,0.1052012773832159,0.0730000000000004,0.3376000000000019,0,,,,,,,,,,1.59167570545647,0.2018545874736453,0.6282686834836209,0.5298431752839914,1.0000224331233634,9.74247241194992e-06,1.59167570545647,lomb_scargle,1.0,19.30144240300758,0.21546437521830775,0.10439024023675003,0.06887690921401264,1.331095792265163,0.5713475855386259,0.10053980393101945,5.834999678913186,0.0272513425619963,2.578177677162932,0.0044628527738362084,0.9362113919439697,0.005149500547270608,1.6369086559756085,0.27105028552366683,3.4745489336957327,0.04438891463224038,2.2807682767431707,0.05121852585672128,3.429651169041211
LMC563.06.10141,05:51:01.62,-66:37:49.7,LPV,Mira,18.599,,527.0,1.061,,LPV,337,18.375,2.115599999999997,0.5060000000000002,-1.003184706359312,,2.7218106152125467,,,0,OGLE4-GSEP-full\phot\I\LMC563.06.10141.dat,,337,18.50553709198813,18.375,17.997388429058212,0.676993365714377,0.5060000000000002,2.115599999999997,0,,,,,,,,,,0.9955787155462544,-0.0019243967356238,1.0044409190199688,0.6489909067370752,0.0018891436727632,-2.7237350119481705,0.9955787155462544,lomb_scargle,1.0,18.5426798257025,1.9369592191494887,0.9341899187013727,0.33803174574945005,168.1678493423753,0.750686295948421,0.8971222316768358,1.6098434148232115,0.2507721962531323,2.7898425646293354,0.028534776555018473,4.7030601447010785,0.06466512002452914,1.1798163216722581,0.2795295751220066,5.853341042162499,0.03180701084810187,6.156715207411031,0.07208061258682864,1.0236279695589987
LMC563.14.2436,05:51:01.88,-66:23:42.7,OTHER,,19.563,19.649,1.44722,0.193,,OTHER,334,19.579,0.3397499999999986,0.0719999999999991,0.1300358322971924,0.086000000000002,0.1605345556687971,,,0,OGLE4-GSEP-full\phot\I\LMC563.14.2436.dat,OGLE4-GSEP-full\phot\V\LMC563.14.2436.dat,334,19.570700598802397,19.579,19.55512306765415,0.1067548911592679,0.0719999999999991,0.3397499999999986,29,19.64979310344828,19.66,19.64733250680931,0.0689214767016703,0.0569999999999986,0.1875999999999997,0.0790925046458852,0.0809999999999995,0.0922094391551588,1.4472251285386688,0.1605360946829744,0.690977499132942,0.3728747407837129,1.0000035437173815,1.5390141772930743e-06,1.4472251285386688,lomb_scargle,1.0,19.565266349755237,0.19889094618259978,0.09886312674071487,0.0829665989262557,1.2259432081613715,0.39600824470068796,0.09560279870919937,1.8003974880560472,0.02431410930655525,0.46432645756676194,0.0062060809730712955,0.44190661831159955,0.0020811908858932456,1.5597927486892955,0.25432424191380526,3.146716788634254,0.06491526458287791,1.3238994613230446,0.02176914184514332,0.6413881036446929
LMC562.24.11487,05:51:01.93,-67:15:24.0,OTHER,,16.631,16.818,,,,OTHER,344,16.622,0.1327999999999995,0.0189999999999983,1.191369676048899,0.1870000000000011,,,,0,OGLE4-GSEP-full\phot\I\LMC562.24.11487.dat,,344,16.63723837209302,16.622,16.6352511599495,0.0424524585231523,0.0189999999999983,0.1327999999999995,0,,,,,,,,,,741.4031520000002,2.870054428056233,0.0013487938341001,0.5233159339123631,,,741.4031520000002,lomb_scargle,0.85,16.632963216470873,0.09206577980221708,0.04242417209720574,0.024405460325974463,8.683356698235693,0.6695023966848741,0.033899103362787425,5.984814714014892,0.02389549210905754,5.164325389980952,0.008305208235400574,5.370696775768243,0.003269578316081078,1.1668218711643628,0.7049004173747174,5.761066576310341,0.2449978734398496,6.265808555262327,0.09645028899703116,2.3603042438231405
LMC563.23.8603,05:51:02.28,-65:56:17.8,RRLYR,RRc,18.558,19.092,0.3617552,0.272,,PULS,325,18.566,0.3024000000000022,0.0919999999999987,-0.0026563700271702,0.5339999999999989,-0.4415852174581999,,,0,OGLE4-GSEP-full\phot\I\LMC563.23.8603.dat,,325,18.56528,18.566,18.54511835181105,0.1048256859955824,0.0919999999999987,0.3024000000000022,0,,,,,,,,,,0.5676637808317456,-0.2459088145762644,1.7616061368840406,0.6086917845544925,1.5691931472767928,0.1956764028819354,0.5676637808317456,lomb_scargle,1.0,18.555494569701366,0.24075164725155063,0.11404048950070889,0.06514766988860408,5.256433589102242,0.6137554648191323,0.11252074887512077,6.023618221215342,0.016872675463250362,4.918397077226201,0.006582193108985913,4.411257612981736,0.004037558015824992,4.1327607114290705,0.14995168119593846,5.43753124915469,0.05849759421963186,5.18995887087447,0.0358827865632676,5.1710290552860485
LMC563.31.19,05:51:02.50,-65:51:46.6,OTHER,,15.031,16.401,30.78,0.01,,OTHER,337,15.03,0.0279999999999986,0.0060000000000002,-0.2170635264832352,1.3699999999999992,1.48826861549546,,,0,OGLE4-GSEP-full\phot\I\LMC563.31.19.dat,OGLE4-GSEP-full\phot\V\LMC563.31.19.dat,337,15.031038575667656,15.03,15.031038575667656,0.0088210547832472,0.0060000000000002,0.0279999999999986,29,16.400517241379312,16.401,16.400453033268104,0.0100698300796248,0.0060000000000002,0.0318000000000004,1.3694786657116556,1.3710000000000004,1.3694144576004472,0.4995770191904433,-0.3013975476164156,2.0016933557522005,0.4658159960516369,0.0162305724233412,-1.7896661631118755,0.4995770191904433,lomb_scargle,1.0,15.030786580812936,0.01925171002820348,0.009381247246270744,0.00621528850569208,1.582880069051219,0.5035431045610739,0.009108702750110604,5.0306459329279,0.0003002591615254902,3.686930598262732,0.0017146336174538328,4.972103136395726,0.0014174660841117682,0.3133532165170697,0.03296398727270403,6.192009346766104,0.18824125284283896,2.4465359519711996,0.15561668033294382,5.323510713523813
LMC562.32.9270,05:51:02.91,-66:53:16.0,LPV,OSARG,13.424,15.371,44.88,0.011,78.6,LPV,345,13.424,0.0386000000000006,0.0069999999999996,-0.1509672945188009,1.947000000000001,1.652052848248105,1.895422546039408,1.7513368983957216,1,OGLE4-GSEP-full\phot\I\LMC562.32.9270.dat,OGLE4-GSEP-full\phot\V\LMC562.32.9270.dat,345,13.423660869565216,13.424,13.423660869565218,0.0111961010836012,0.0069999999999996,0.0386000000000006,29,15.37186206896552,15.375,15.371862068965518,0.0201542695546324,0.0109999999999992,0.0579999999999998,1.9482011994003037,1.9510000000000003,1.9482011994003,0.4968529466175906,-0.3037721302255521,2.01266794694017,0.2037040369819452,0.0110706984540461,-1.955824978473657,0.4968529466175906,lomb_scargle,1.0,13.423521961643695,0.021354926142798374,0.008086482651591806,0.009491353615777276,3.6892277321603033,0.2813413016970443,0.006707070090950749,6.098719451444441,0.0006106886001865041,1.6574227548233185,0.003877125259383053,1.1011485916058976,0.0022363746614163954,2.1219543824324667,0.09105147134371708,2.0263544662936095,0.5780654155700732,1.6545461588113355,0.3334354093650722,2.859817805373048
LMC562.15.11890,05:51:03.12,-67:34:38.8,LPV,OSARG,14.139,16.223,51.38,0.037,36.3,LPV,345,14.137,0.0709999999999997,0.0190000000000001,-0.980847494432159,2.084,1.7107940999303275,1.5599066250361124,0.70650058388478,1,OGLE4-GSEP-full\phot\I\LMC562.15.11890.dat,OGLE4-GSEP-full\phot\V\LMC562.15.11890.dat,345,14.139272463768116,14.137,14.139272463768116,0.022660948147575,0.0190000000000001,0.0709999999999997,29,16.227103448275862,16.221,16.227103448275862,0.0522906334330307,0.0350000000000001,0.1584000000000003,2.0878309845077467,2.084,2.0878309845077467,0.5042444486726239,-0.2973588743231647,1.9831651149207612,0.3557022711675928,0.0098140219671588,-2.008152974253492,0.5042444486726239,lomb_scargle,1.0,14.138758401527813,0.03741232623903218,0.01914740373130453,0.01792297731140271,13.155260928873732,0.37444693555560105,0.018578571898152072,2.8691985188529383,0.004214320027017186,5.845559203564736,0.0018338007690495584,5.740804120775379,0.0005800149343628166,5.401185999403761,0.22683767353702605,0.10716216585885974,0.09870515231754484,3.41639387139615,0.03121956507434827,0.20757723117159443
LMC563.14.28,05:51:03.15,-66:30:08.9,LPV,OSARG,15.325,16.865,14.995,0.005,105.3,LPV,333,15.325,0.0269999999999992,0.0050000000000007,0.5730453362283727,1.5399999999999991,1.175946470095546,2.0224283711854865,7.022340780260087,1,OGLE4-GSEP-full\phot\I\LMC563.14.28.dat,OGLE4-GSEP-full\phot\V\LMC563.14.28.dat,333,15.324867867867866,15.325,15.324840819740697,0.0083662737646684,0.0050000000000007,0.0269999999999992,29,16.864758620689653,16.864,16.86425540960535,0.0130839464678058,0.009999999999998,0.0424000000000006,1.539890752821787,1.5390000000000017,1.539414589864652,0.5000697979080803,-0.3009693742024786,1.999720847336223,0.1037450784586064,0.0333491028948369,-1.4769158442980246,0.5000697979080803,lomb_scargle,1.0,15.324879401447612,0.011867966347924057,0.0043565324793506666,0.0077840823479199805,2.471015774076421,0.1343333229814484,0.0038108724297306754,4.445937586276648,0.0009955142289919876,2.7648127764518957,0.0013134226995222774,0.09866760276603123,0.0013192796520108956,5.696207843801041,0.26123000634328325,0.1561229110781852,0.3446514475991264,5.610410765474846,0.34618835354300553,0.47882811305361983
LMC563.23.1170,05:51:03.25,-66:06:56.9,RRLYR,RRc,18.856,19.243,0.330553,0.302,,PULS,337,18.85,0.3303999999999973,0.0919999999999987,-0.9615540334014994,0.3869999999999969,-0.4807588969585199,,,0,OGLE4-GSEP-full\phot\I\LMC563.23.1170.dat,OGLE4-GSEP-full\phot\V\LMC563.23.1170.dat,337,18.86140652818991,18.85,18.83240808231154,0.1128755017079761,0.0919999999999987,0.3303999999999973,29,19.29210344827586,19.304,19.27171551410084,0.1838105283840607,0.1800000000000032,0.4741999999999997,0.4306969200859498,0.4539999999999971,0.4393074317892953,0.2482705468034613,-0.6050747992510858,4.027864009143344,0.497247415072283,0.7510763683992018,-0.1243159022925658,0.2482705468034613,lomb_scargle,1.0,18.85163043880282,0.23647825464924244,0.11632351130134488,0.08077266804610178,4.519170009215924,0.48792983892632746,0.11554245002664511,5.243349383119175,0.010882598302560425,3.503643542719584,0.004144322111670864,0.2952151223144603,0.006745010877245163,0.5627158186484134,0.09418701351798237,5.583315390840406,0.03586839391682578,3.414722894495693,0.05837690715135176,4.722059514890059
LMC562.15.11921,05:51:03.25,-67:27:49.4,LPV,SRV,14.069,17.278,175.1,0.334,146.6,LPV,318,14.0585,0.3833000000000002,0.1035000000000003,-1.0967942071226977,3.208999999999998,2.243286146083446,2.166133970305109,0.8372358652198744,1,OGLE4-GSEP-full\phot\I\LMC562.15.11921.dat,OGLE4-GSEP-full\phot\V\LMC562.15.11921.dat,318,14.066283018867926,14.0585,14.066283018867924,0.1257553396562404,0.1035000000000003,0.3833000000000002,25,17.29768,17.355,17.255797839187586,0.2612000701888621,0.2119999999999997,0.7052000000000014,3.231396981132073,3.2965,3.189514820319662,0.4979496882341715,-0.3028145352043018,2.008235015762734,0.6499493730730511,0.0028438017603322,-2.546100681287748,0.4979496882341715,lomb_scargle,1.0,14.03733810376874,0.2921080379253841,0.14613710714934533,0.06772188402676836,188.19966131195017,0.7099951945687155,0.14253008999188987,0.870747584889949,0.023990233838690433,0.9097544801597955,0.020909861420295266,0.6021075863035812,0.005336094885964091,2.161721878175023,0.168316976717376,5.451444617559484,0.14670489172837162,4.27305013881332,0.03743837449529233,4.961916845794813
LMC562.24.49,05:51:03.26,-67:26:04.5,LPV,Mira,15.189,19.171,437.0,0.652,,LPV,343,15.226,2.2459000000000007,0.5309999999999988,-1.0358653197401146,3.9819999999999993,2.640481436970422,,,0,OGLE4-GSEP-full\phot\I\LMC562.24.49.dat,,343,15.156002915451896,15.226,15.072344854251035,0.6785946757156321,0.5309999999999988,2.2459000000000007,0,,,,,,,,,,0.4995943678660694,-0.3013824662516146,2.0016238459038806,0.7506705195922165,0.0011432365397392,-2.9418639032220364,0.4995943678660694,lomb_scargle,1.0,15.254840487723772,1.6390669951282613,0.7334804141682193,0.30170005495286495,3117.0948938127385,0.8023349517030024,0.6960219924120064,1.452175579624947,0.1348973740361597,6.092709260738851,0.1868362487021937,2.767099382402918,0.021019483729243955,0.49611186803957846,0.19381194201735502,3.1883581014889573,0.26843440399739127,4.693757950707663,0.03019945340577915,0.9705948567193774
LMC562.24.12609,05:51:03.26,-67:15:57.3,OTHER,,18.847,18.841,4.6403,0.13,,OTHER,345,18.855,0.1895999999999986,0.0359999999999978,0.1626057480988785,-0.0060000000000002,0.6665460590317871,,,0,OGLE4-GSEP-full\phot\I\LMC562.24.12609.dat,,345,18.85279710144928,18.855,18.84405694102632,0.058561977631669,0.0359999999999978,0.1895999999999986,0,,,,,,,,,,0.450830783452077,-0.3459864372866912,2.218127148157129,0.222133463673791,0.0971555251712339,-1.0125324963184783,0.450830783452077,lomb_scargle,1.0,18.845979778874565,0.08127708314464523,0.039649001906742615,0.05072657844519218,1.8392678826977569,0.2496918381550446,0.03623799451967092,5.655085902900752,0.015150597530823671,1.8122240591344068,0.00509531445315216,3.612408831990249,0.0018298279907352465,5.197764280595567,0.41808598217540804,3.0684228676920746,0.14060696571898568,5.496707044826751,0.05049473667042939,1.4269765905313179
LMC563.06.1236,05:51:03.33,-66:47:08.4,RRLYR,RRc,18.77,19.119,0.3147776,0.41,,PULS,337,18.778,0.4298000000000002,0.1170000000000008,-0.9253080493248964,0.3490000000000002,-0.5019961801964617,,,0,OGLE4-GSEP-full\phot\I\LMC563.06.1236.dat,,337,18.77621364985163,18.778,18.74231569463115,0.1404539686627866,0.1170000000000008,0.4298000000000002,0,,,,,,,,,,0.239261971424298,-0.621126323171004,4.179519185799227,0.5545348882962702,0.7600984676936925,-0.1191301429745422,0.239261971424298,lomb_scargle,1.0,18.765169273873664,0.29316821811144295,0.14665018611080358,0.0947325515923349,7.590631286130915,0.5450848086058464,0.14431081484945826,3.7708375918820174,0.020246769346450685,5.838880825677556,0.007947632312298806,1.3827477326942754,0.014407264677197716,3.1552278074857414,0.14029973683934674,4.580390949093108,0.05507301944479764,2.6366055714073955,0.09983496172637542,0.6382480543168434
LMC562.24.11292,05:51:03.34,-67:11:22.3,LPV,OSARG,15.113,16.671,14.893,0.012,343.0,LPV,345,15.113,0.0259999999999998,0.0060000000000002,0.109070157425116,1.5579999999999998,1.172982189505869,2.5352941200427703,23.030954139528635,1,OGLE4-GSEP-full\phot\I\LMC562.24.11292.dat,OGLE4-GSEP-full\phot\V\LMC562.24.11292.dat,345,15.11244927536232,15.113,15.112441200193578,0.0084844869243062,0.0060000000000002,0.0259999999999998,29,16.670965517241378,16.669,16.670960526315792,0.0136001122858303,0.0069999999999978,0.0411999999999999,1.558516241879058,1.556000000000001,1.558519326122214,0.4831209938000137,-0.3159440900369762,2.0698748612318565,0.1348806113794375,0.0324394677902379,-1.4889262795428453,0.4831209938000137,lomb_scargle,1.0,15.112574353807249,0.008968768519916468,0.004519355203199915,0.007845358585060818,2.518965688715538,0.14498363411711845,0.004335278255012144,1.2308331659986549,0.0011142931615521717,3.9689550913039335,0.0005069747531353902,5.777873838887156,0.000362299950469754,3.574157395632845,0.2570292138143392,1.5072887593066238,0.11694168708761926,2.085374340891191,0.08357017223770775,4.934010038817812
LMC562.07.15,05:51:03.37,-68:00:40.6,LPV,OSARG,13.72,15.605,53.02,0.019,350.0,LPV,345,13.72,0.0418000000000002,0.0099999999999997,-0.55876191223651,1.885,1.7244397233970747,2.544068044350276,6.601282534892493,1,OGLE4-GSEP-full\phot\I\LMC562.07.15.dat,OGLE4-GSEP-full\phot\V\LMC562.07.15.dat,345,13.719110144927535,13.72,13.719110144927535,0.0128759527185046,0.0099999999999997,0.0418000000000002,29,15.609241379310346,15.615,15.609241379310344,0.030106543157372,0.0169999999999994,0.0948000000000011,1.8901312343828105,1.895,1.8901312343828085,0.978888730839358,-0.0092666711476404,1.0215665667563054,0.2043783335425628,0.0184626316642655,-1.733706394544715,0.978888730839358,lomb_scargle,1.0,13.719425570773284,0.016969490994378864,0.008654527824448387,0.011391456212030037,5.314196961062573,0.21729205234041304,0.008367885958628408,1.8779752342250338,0.001710415082063048,5.56986143616538,0.0005019284725475673,3.721124302841349,0.0013045629548006372,5.730064435151955,0.20440229354456985,1.8139109677153122,0.05998270949546247,4.3703839073458335,0.15590113933800193,4.501348805431406
LMC562.15.2086,05:51:03.39,-67:45:09.9,ECL,,19.516,19.784,1.429008,0.271,,BINARY,324,19.5005,0.4142499999999991,0.0609999999999999,1.6285426334059303,0.2680000000000007,0.1550346601038673,,,0,OGLE4-GSEP-full\phot\I\LMC562.15.2086.dat,OGLE4-GSEP-full\phot\V\LMC562.15.2086.dat,324,19.527324074074077,19.5005,19.50795774910846,0.122171870159514,0.0609999999999999,0.4142499999999991,26,19.784846153846157,19.762,19.7701096886152,0.0960298671487961,0.0335,0.3134999999999976,0.2575220797720803,0.261499999999998,0.2621519395067402,0.7144756117915003,-0.1460125910089703,1.3996278998139156,0.1775893647313458,0.4999801343250005,-0.3010472511128377,0.7144756117915003,lomb_scargle,1.0,19.519227503667288,0.2676645335385565,0.11265528222189497,0.08752269422563677,1.323184904389326,0.4867855067303125,0.0768469645522202,4.970769880091162,0.06758905451144942,3.6581779861933326,0.04236128622264774,2.586104084482463,0.020566910108614996,0.8551654733813112,0.8795279671133958,6.28300884037018,0.5512421534081774,0.24016505856814696,0.26763464540800513,6.104827181735008
LMC562.07.72,05:51:03.51,-67:55:56.2,LPV,OSARG,14.867,16.52,22.328,0.01,298.0,LPV,345,14.866,0.0457999999999998,0.0080000000000008,1.3547861353702384,1.6529999999999987,1.3488498234805746,2.4742162640762557,13.346470798996776,1,OGLE4-GSEP-full\phot\I\LMC562.07.72.dat,OGLE4-GSEP-full\phot\V\LMC562.07.72.dat,345,14.866449275362315,14.866,14.86644927536232,0.0139812335100213,0.0080000000000008,0.0457999999999998,29,16.517862068965517,16.519,16.516741798941798,0.0208630297380851,0.0140000000000028,0.0642000000000031,1.6514127936031997,1.6529999999999987,1.6502925235794788,0.4988225492182621,-0.3020539225156414,2.004720920429853,0.2263719646790048,0.0223406731108143,-1.650903745996216,0.4988225492182621,lomb_scargle,1.0,14.866902853723953,0.022205406855626324,0.009796172683771967,0.012038370003826213,5.934915381912359,0.25861397335130076,0.009292089671337878,1.4459924751464095,0.0023118184311123158,2.9212430434988574,0.0016762814032596487,5.057485481317437,0.0012114639857425588,3.794825554495285,0.24879424466202546,0.02925809320603845,0.18039875448363998,0.719508055878209,0.1303758388685601,4.294040961089234
LMC562.15.12007,05:51:03.69,-67:31:56.7,ECL,,15.893,16.046,11.5351,0.211,,BINARY,345,15.886,0.1798000000000001,0.0449999999999999,-0.7372780079523671,0.1529999999999987,1.0620213638558067,,,0,OGLE4-GSEP-full\phot\I\LMC562.15.12007.dat,OGLE4-GSEP-full\phot\V\LMC562.15.12007.dat,345,15.88984347826087,15.886,15.88797460215025,0.0565682739331288,0.0449999999999999,0.1798000000000001,29,16.031137931034483,16.002,16.031137931034483,0.063482688381463,0.0499999999999989,0.1758000000000006,0.1412944527736126,0.1159999999999996,0.1431633288842331,5.767459798071869,0.7609845759653201,0.1733865575160683,0.8479853764187835,0.4999921802213998,-0.3010367878904866,5.767459798071869,lomb_scargle,1.0,15.893307916786359,0.15697377540142307,0.07621562711723007,0.020537860060577017,13.362778786202492,0.8681850934494311,0.07591783791606163,5.374064579316905,0.0055091684898966944,4.503990889042349,0.0030102435749024894,4.277814393582754,0.002427179266749152,3.4532146585484615,0.07256751036545446,0.03904703758812467,0.039651334357424114,0.7219912699912108,0.0319711326530763,0.8065122628195986
LMC563.06.18,05:51:03.74,-66:45:31.4,LPV,OSARG,14.684,16.537,35.91,0.016,24.551,LPV,337,14.684,0.0410000000000003,0.0089999999999985,0.3779527514927912,1.853,1.5552154051260731,1.3900691863016366,0.683681425786689,1,OGLE4-GSEP-full\phot\I\LMC563.06.18.dat,OGLE4-GSEP-full\phot\V\LMC563.06.18.dat,337,14.68347181008902,14.684,14.68347181008902,0.0127470797537922,0.0089999999999985,0.0410000000000003,29,16.539758620689657,16.538,16.537367280606716,0.024159670013732,0.0169999999999994,0.0752000000000023,1.8562868106006365,1.854000000000001,1.8538954705176955,0.9967774695261472,-0.0014017870683859,1.0032329487497191,0.2710110879948398,0.0277576571853563,-1.5566171921944592,0.9967774695261472,lomb_scargle,0.7,14.689830779648943,0.02248309830187257,0.013625553091650495,0.010532641796207918,4.5456925021497465,0.3172633402964178,0.009085783786222157,1.790137605352364,0.009209618126048726,5.337962392685078,0.003776013240598111,1.0679238683304146,0.002007209013180104,5.891097044185944,1.0136294614466121,1.7576871819803501,0.4155957625058307,1.9806963594529083,0.2209175411177923,5.013731929956074
LMC563.31.295,05:51:03.91,-65:52:27.7,OTHER,,17.395,17.338,1.69598,0.037,,OTHER,335,17.396,0.0593000000000003,0.0120000000000004,1.0840255820962366,-0.0569999999999986,0.2294207264933056,,,0,OGLE4-GSEP-full\phot\I\LMC563.31.295.dat,OGLE4-GSEP-full\phot\V\LMC563.31.295.dat,335,17.395125373134327,17.396,17.395238310447546,0.0186907334246991,0.0120000000000004,0.0593000000000003,29,17.340206896551727,17.342,17.34038973966309,0.0139036976334271,0.009999999999998,0.0374000000000016,-0.0549184765825998,-0.054000000000002,-0.0548485707844541,1.696021889051929,0.2294314530109791,0.5896150317723771,0.4072569143463692,1.0000246990247108,1.0726517673559366e-05,1.696021889051929,lomb_scargle,1.0,17.394660228999822,0.03694900311550846,0.017225418182491035,0.014200045375231939,1.358127872472564,0.4227993952929765,0.016882647563026053,0.3744496810455413,0.003000875523766047,3.908137184133922,0.0013426971321605216,0.4326253815258018,0.0009397623776747887,5.298942805920659,0.17774910674189118,3.159237822042839,0.07953119480507925,5.592461645568764,0.055664395893267424,3.801144081738494
LMC563.06.1134,05:51:04.22,-66:48:40.2,RRLYR,RRab,18.539,19.013,0.5166684,0.839,,PULS,337,18.595,0.7263999999999982,0.1739999999999995,-0.6455915483463,0.4740000000000002,-0.2867880995638756,,,0,OGLE4-GSEP-full\phot\I\LMC563.06.1134.dat,OGLE4-GSEP-full\phot\V\LMC563.06.1134.dat,337,18.55955192878338,18.595,18.46807530474336,0.2280078145933028,0.1739999999999995,0.7263999999999982,29,19.13210344827586,19.336,18.890664264777964,0.3771789405600085,0.1030000000000015,1.0532000000000004,0.5725515194924782,0.7409999999999997,0.4225889600346058,0.3403483206433577,-0.468076387962636,2.938166399968444,0.537627929931571,0.6587364751615499,-0.1812882883987603,0.3403483206433577,lomb_scargle,1.0,18.539740884936357,0.6077295081372915,0.2741234555283639,0.14267878851058227,29.00795750711147,0.6084210277572757,0.25394419800218704,1.9551475080835727,0.07983163867744754,1.5628350997044331,0.06193281965592021,0.9755589070474957,0.021148250220234515,1.730283678445837,0.3143668542360633,3.9357253907168737,0.2438835781370631,1.3933016899763633,0.08327912347126112,0.19287895329113258
