id,ra,dec,type,subtype,I_mean,V_mean,period,I_amp,period2,class_grouped,n_obs_I,I_median,I_p95_p5,I_mad,I_kurtosis,V_minus_I,log_period,log_period2,period_ratio,has_period2,phot_I_path,phot_V_path,n_obs_I_phot,I_phot_mean,I_phot_median,I_phot_weighted_mean,I_phot_std,I_phot_mad,I_phot_p95_p5,n_obs_V,V_phot_mean,V_phot_median,V_phot_weighted_mean,V_phot_std,V_phot_mad,V_phot_p95_p5,V_minus_I_phot_mean,V_minus_I_phot_median,V_minus_I_phot_weighted_mean,ls_period_I,ls_log_period_I,ls_frequency_I,ls_power_I,ls_period_catalog_ratio,ls_log_period_delta_catalog
LMC563.25.22,05:47:03.98,-66:09:58.4,LPV,OSARG,14.728,16.574,50.41,0.025,229.6,LPV,337,14.727,0.0475999999999992,0.009000000000000341,0.9886498137036619,1.8460000000000019,1.7025166974381505,2.3609718837259357,4.554651854790716,1,OGLE4-GSEP-full\phot\I\LMC563.25.22.dat,OGLE4-GSEP-full\phot\V\LMC563.25.22.dat,337,14.727596439169142,14.727,14.72759643916914,0.014523904323788223,0.009000000000000341,0.0475999999999992,29,16.575724137931036,16.571,16.576588815789474,0.028268984204960212,0.018000000000000682,0.07659999999999911,1.8481276987618944,1.8440000000000012,1.848992376620334,50.43275606453971,1.7027127022641364,0.019828382940648374,0.15868988052095012,1.0004514196496672,0.00019600482598591817
LMC563.16.8438,05:47:04.85,-66:20:40.9,ELL,,17.118,17.289,16.0784,0.1,,BINARY,336,17.121499999999997,0.1112499999999983,0.032999999999999474,-1.0672467949011473,0.17100000000000293,1.2062428288810865,,,0,OGLE4-GSEP-full\phot\I\LMC563.16.8438.dat,,336,17.12067857142857,17.121499999999997,17.118934525220194,0.03776080593444422,0.032999999999999474,0.1112499999999983,0,,,,,,,,,,8.039539763399748,0.9052311875622662,0.12438522968099874,0.875594690174615,0.5000211316673143,-0.3010116413188203
LMC563.25.156,05:47:05.22,-66:09:36.9,ECL,,16.574,17.264,112.1,0.073,,BINARY,337,16.573,0.05900000000000105,0.012000000000000455,0.5451099634247827,0.6899999999999977,2.049605612594973,,,0,OGLE4-GSEP-full\phot\I\LMC563.25.156.dat,,337,16.575816023738874,16.573,16.574983692537142,0.018704197506987288,0.012000000000000455,0.05900000000000105,0,,,,,,,,,,107.52690901490556,2.0315171616867636,0.009299997639301418,0.18598653944983162,0.959205254370255,-0.01808845090820954
LMC563.16.2213,05:47:06.10,-66:25:00.8,DSCT,,20.035,20.553,0.0945152,0.305,,PULS,335,20.067,0.5195000000000007,0.10000000000000142,0.2357692112424088,0.5180000000000007,-1.024498342334276,,,0,OGLE4-GSEP-full\phot\I\LMC563.16.2213.dat,OGLE4-GSEP-full\phot\V\LMC563.16.2213.dat,335,20.066910447761195,20.067,20.030056383874584,0.15654994146263543,0.10000000000000142,0.5195000000000007,29,20.565896551724133,20.546,20.55832825513995,0.14262046157236108,0.08899999999999864,0.4308000000000014,0.4989861039629382,0.4789999999999992,0.5282718712653676,0.08633343462116566,-1.0638209811165473,11.582997993628279,0.21675444446479136,0.9134343959613443,-0.03932263878227138
LMC563.16.12,05:47:07.16,-66:24:43.2,LPV,OSARG,14.629,16.186,15.684,0.006,20.618,LPV,336,14.629,0.019000000000000128,0.0039999999999995595,0.6181722761582238,1.5570000000000004,1.195456833628169,1.3142465352884218,1.3145881152767152,1,OGLE4-GSEP-full\phot\I\LMC563.16.12.dat,,336,14.629193452380951,14.629,14.629193452380953,0.0058028365671101475,0.0039999999999995595,0.019000000000000128,0,,,,,,,,,,0.4839523645856321,-0.315197383842611,2.0663190701758762,0.08274710471017839,0.03085643742576079,-1.51065421747078
LMC563.16.22,05:47:07.66,-66:28:09.3,LPV,OSARG,14.939,16.597,12.193,0.005,30.13,LPV,337,14.938,0.0259999999999998,0.005000000000000782,0.08294412952997199,1.6580000000000013,1.0861105738013195,1.478999131673357,2.4710899696547197,1,OGLE4-GSEP-full\phot\I\LMC563.16.22.dat,,337,14.938551928783381,14.938,14.938551928783383,0.007773455528402822,0.005000000000000782,0.0259999999999998,0,,,,,,,,,,335.1742796018714,2.5252706846135022,0.002983522486235596,0.10689312871914067,27.48907402623402,1.4391601108121828
LMC563.25.8058,05:47:08.20,-65:57:37.0,ECL,,18.908,19.169,1.557962,0.357,,BINARY,337,18.902,0.3653999999999975,0.07600000000000051,0.3433035997012488,0.26099999999999923,0.19255686065902705,,,0,OGLE4-GSEP-full\phot\I\LMC563.25.8058.dat,OGLE4-GSEP-full\phot\V\LMC563.25.8058.dat,337,18.926614243323442,18.902,18.898419519290563,0.11731228485319134,0.07600000000000051,0.3653999999999975,29,19.166793103448274,19.108,19.13866123776604,0.1457488983811212,0.06500000000000128,0.3987999999999978,0.24017886012483203,0.20599999999999952,0.24024171847547748,0.3042887340605931,-0.5167141265964523,3.2863523622957063,0.39935940669162545,0.19531203845831482,-0.7092709872554794
LMC563.25.7568,05:47:11.60,-65:58:51.0,OTHER,,17.676,17.67,1.72661,0.03,,OTHER,336,17.68,0.07499999999999929,0.015000000000000568,0.1512817218187883,-0.005999999999996675,0.23719425188397844,,,0,OGLE4-GSEP-full\phot\I\LMC563.25.7568.dat,,336,17.678773809523808,17.68,17.676302773442817,0.02282436571342848,0.015000000000000568,0.07499999999999929,0,,,,,,,,,,1.7267329470242936,0.2372251756671409,0.5791283485517063,0.18349161108358694,1.0000712071772395,3.092378316246758e-05
LMC563.16.8332,05:47:13.22,-66:19:04.8,OTHER,,15.427,16.525,2.13008,0.035,,OTHER,337,15.427,0.06339999999999968,0.012000000000000455,-0.23859561880060776,1.097999999999999,0.3283959146622623,,,0,OGLE4-GSEP-full\phot\I\LMC563.16.8332.dat,OGLE4-GSEP-full\phot\V\LMC563.16.8332.dat,337,15.427000000000001,15.427,15.426960691431894,0.019050059367486556,0.012000000000000455,0.06339999999999968,29,16.52958620689655,16.525,16.529631115459882,0.029935069306487767,0.019999999999999574,0.09520000000000195,1.1025862068965484,1.097999999999999,1.1026704240279877,0.9967084180745165,-0.0014318737267457384,1.0033024522175125,0.40191574625246335,0.46792064996362415,-0.32982778838900806
LMC563.16.8349,05:47:13.59,-66:15:45.8,LPV,OSARG,14.871,16.492,15.494,0.005,116.5,LPV,337,14.87,0.019999999999999574,0.004000000000001336,0.694412231329057,1.6210000000000004,1.1901635516307052,2.0663259253620376,7.519039628243191,1,OGLE4-GSEP-full\phot\I\LMC563.16.8349.dat,OGLE4-GSEP-full\phot\V\LMC563.16.8349.dat,337,14.87100890207715,14.87,14.87100890207715,0.006417278873184063,0.004000000000001336,0.019999999999999574,29,16.489724137931034,16.49,16.489943620178042,0.010031723081320396,0.006000000000000227,0.02820000000000178,1.6187152358538839,1.6199999999999992,1.618934718100892,0.498066903094338,-0.30271231649098806,2.0077623985599216,0.10602823413090971,0.0321457921191647,-1.4928758681216934
LMC563.25.1419,05:47:14.41,-66:11:16.5,ECL,,19.365,19.838,4.9575,0.407,,BINARY,337,19.36,0.3675999999999995,0.05699999999999861,1.5456947538048067,0.47300000000000253,0.6952627228773403,,,0,OGLE4-GSEP-full\phot\I\LMC563.25.1419.dat,,337,19.379151335311573,19.36,19.358355042161485,0.10879660033175374,0.05699999999999861,0.3675999999999995,0,,,,,,,,,,2.478732952230312,0.39422974031360547,0.4034319223860808,0.2130692052842929,0.49999656121640185,-0.3010329825637348
