id,ra,dec,type,subtype,I_mean,V_mean,period,I_amp,period2,class_grouped,n_obs_I,I_median,I_p95_p5,I_mad,I_kurtosis,V_minus_I,log_period,log_period2,period_ratio,has_period2,phot_I_path,phot_V_path,n_obs_I_phot,I_phot_mean,I_phot_median,I_phot_weighted_mean,I_phot_std,I_phot_mad,I_phot_p95_p5,n_obs_V,V_phot_mean,V_phot_median,V_phot_weighted_mean,V_phot_std,V_phot_mad,V_phot_p95_p5,V_minus_I_phot_mean,V_minus_I_phot_median,V_minus_I_phot_weighted_mean,ls_period_I,ls_log_period_I,ls_frequency_I,ls_power_I,ls_period_catalog_ratio,ls_log_period_delta_catalog,fourier_period_I,fourier_period_source_I,fourier_phase_coverage_I,fourier_offset_I,fourier_model_amp_I,fourier_total_amp_I,fourier_resid_std_I,fourier_chi2_red_I,fourier_var_ratio_I,fourier_A1_I,fourier_phi1_I,fourier_A2_I,fourier_phi2_I,fourier_A3_I,fourier_phi3_I,fourier_A4_I,fourier_phi4_I,fourier_R21_I,fourier_phi21_I,fourier_R31_I,fourier_phi31_I,fourier_R41_I,fourier_phi41_I,sample_type
LMC562.02.10425,05:59:05.12,-67:48:00.0,ECL,,19.354,19.795,2.146099,0.461,,,345,19.325,0.4293999999999975,0.0560000000000009,2.6502893716173466,0.4410000000000025,0.3316497521881827,,,0,OGLE4-GSEP-full\phot\I\LMC562.02.10425.dat,,345,19.36253623188406,19.325,19.335170587399524,0.1332853840307522,0.0560000000000009,0.4293999999999975,0,,,,,,,,,,0.5169004205012809,-0.2865931145312612,1.93460860223371,0.2110910033334834,0.2408558135022107,-0.618242866719444,0.5169004205012809,lomb_scargle,1.0,19.343495096204887,0.165314016555143,0.0730083575140948,0.1139707398928893,3.256836473584435,0.2688244168862107,0.0689870222035549,4.11910138926383,0.0074320785731354,1.0279630933154782,0.0157747341298378,4.227162209677634,0.016338084514648,2.4529696231411258,0.1077315462494692,5.356130929146991,0.2286623429446258,4.436228656245316,0.2368283771756444,4.8261199876245655,random
LMC563.32.5630,05:49:00.05,-65:42:45.6,ECL,,14.329,15.089,0.3391781,0.431,,,337,14.3,0.4041999999999994,0.1030000000000015,-1.1427329834827051,0.7599999999999998,-0.4695721969701618,,,0,OGLE4-GSEP-full\phot\I\LMC563.32.5630.dat,OGLE4-GSEP-full\phot\V\LMC563.32.5630.dat,337,14.34142136498516,14.3,14.341421364985164,0.1393434879620034,0.1030000000000015,0.4041999999999994,29,15.130103448275865,15.11,15.130103448275865,0.1451044807882499,0.1229999999999993,0.3742000000000001,0.788682083290702,0.8099999999999987,0.7886820832907002,0.169589187018026,-0.7706018417497634,5.896602357635618,0.8612949161010053,0.5000004039707341,-0.3010296447796016,0.169589187018026,lomb_scargle,1.0,14.338231180609384,0.4059099595520191,0.1924193473912791,0.0171175596334441,12.006298153941117,0.9849092666815872,0.1865092600553666,3.4878612934984434,0.0442033508297593,0.7199010486112547,0.0164454579172978,4.183638410299413,0.0038873967377906,1.4819893713759698,0.2370035183059398,0.027363768793954,0.0881750209743789,0.0032398369836696,0.0208429154490056,0.0969148117413691,random
LMC563.22.663,05:51:54.67,-66:06:05.6,ECL,,17.883,17.835,3.87259,0.368,,,337,17.855,0.2865999999999999,0.0169999999999994,5.441716191460015,-0.0479999999999982,0.588001519665376,,,0,OGLE4-GSEP-full\phot\I\LMC563.22.663.dat,OGLE4-GSEP-full\phot\V\LMC563.22.663.dat,337,17.884451038575666,17.855,17.873776522399936,0.0872655266941978,0.0169999999999994,0.2865999999999999,29,17.853896551724134,17.838,17.851348369544635,0.067789772104429,0.0090000000000003,0.1672000000000011,-0.0305544868515319,-0.0169999999999994,-0.0224281528553014,1.9363058347050583,0.2869739541266882,0.5164473411568901,0.2655551017995922,0.5000027977929651,-0.3010275655386877,1.9363058347050583,lomb_scargle,1.0,17.883927474725347,0.2811899639849357,0.1094669463385796,0.0377806661711077,4.5339343832204975,0.8125636604491302,0.0682188316341036,1.222305804694993,0.0584114611404371,2.4892369399873573,0.0504034175282666,3.784503536961125,0.0371052565020336,5.003330558468954,0.856236610057044,0.0446253305973711,0.7388490292329959,0.117586122876145,0.5439151567568652,0.1141073396889815,random
LMC563.19.2,05:56:20.23,-66:12:08.6,LPV,SRV,13.68,16.612,97.9,0.176,418.0,,335,13.658,0.3305999999999987,0.0830000000000001,-0.8873001653659478,2.9319999999999986,1.990782691803138,2.621176281775035,4.269662921348314,1,OGLE4-GSEP-full\phot\I\LMC563.19.2.dat,OGLE4-GSEP-full\phot\V\LMC563.19.2.dat,335,13.66780895522388,13.658,13.66780895522388,0.1000799945482883,0.0830000000000001,0.3305999999999987,29,16.600758620689653,16.608,16.57604647899871,0.238728425378596,0.1600000000000001,0.7690000000000019,2.932949665465772,2.950000000000001,2.908237523774828,0.9980760351517338,-0.0008363721505309,1.0019276736245588,0.5635831688301852,0.0101948522487408,-1.9916190639536688,0.9980760351517338,lomb_scargle,0.85,13.629601200313552,0.2457710341293069,0.1164953771088473,0.0651676154043671,174.041379700879,0.5759968204323471,0.1015951803862742,3.9402750338852326,0.0341769348368634,1.4963076586242,0.0389579522158854,1.2608148254386349,0.0237446266408746,0.867356949315037,0.3364031119086514,6.182128205212908,0.3834626019439474,2.006360338142109,0.233718042042894,3.9558127353128647,random
LMC562.13.5,05:53:54.17,-67:44:10.4,LPV,OSARG,14.589,16.209,30.41,0.013,20.759,,343,14.589,0.0339000000000009,0.0079999999999991,-0.1301450291907246,1.6199999999999992,1.4830164201441325,1.3172064288998246,0.6826372903650115,1,OGLE4-GSEP-full\phot\I\LMC562.13.5.dat,OGLE4-GSEP-full\phot\V\LMC562.13.5.dat,343,14.588559766763847,14.589,14.588559766763847,0.0105880497546177,0.0079999999999991,0.0339000000000009,29,16.20668965517242,16.203,16.206689655172415,0.0192522789899123,0.0190000000000019,0.0524000000000022,1.6181298884085695,1.613999999999999,1.618129888408566,1.0310942174365774,0.0132983512614773,0.9698434760754636,0.1449531528321086,0.0339064195145207,-1.469718068882655,1.0310942174365774,lomb_scargle,1.0,14.588484914775393,0.0147603750707013,0.0060697912329753,0.0096790414321367,3.837110697173266,0.1643339650637967,0.0057263724380912,5.892300263204064,0.0014963785137189,3.4637361162915035,0.0003744308524273,2.1796401231436,0.0012929335607848,1.979052252931614,0.2613135156500109,4.245506204242549,0.0653870939194666,3.3522952550701675,0.2257857962895333,3.542592428833704,random
LMC571.17.11625,06:09:09.78,-65:20:25.5,LPV,SRV,13.995,16.829,93.5,0.133,478.0,,326,13.8785,0.5090000000000003,0.1104999999999991,-1.214731799196611,2.8340000000000014,1.970811610872517,2.6794278966121188,5.112299465240642,1,OGLE4-GSEP-full\phot\I\LMC571.17.11625.dat,,326,13.952634969325151,13.8785,13.952634969325151,0.1766061028769495,0.1104999999999991,0.5090000000000003,0,,,,,,,,,,741.3948989999999,2.87004959363882,0.0013488088484946,0.5501447034228399,7.929357208556149,0.899237982766302,741.3948989999999,lomb_scargle,0.9,13.976156390930228,0.424919397375946,0.227339787472682,0.0525810874903974,113.38176625156714,0.9113563329820102,0.2195912874436924,3.1224663471885057,0.0414057113277857,0.8188660319092899,0.0386238984523914,5.949767825076596,0.0160251984301386,4.720253812374178,0.1885580790103205,0.857118644711865,0.1758899403615698,2.865554090690666,0.0729773872938735,4.796759037979328,random
LMC562.27.27,05:58:26.93,-66:59:07.7,OTHER,,14.871,17.052,4.0639,0.02,,,345,14.871,0.0300000000000011,0.0069999999999996,-0.1878658420334114,2.180999999999999,0.6089430127644165,,,0,OGLE4-GSEP-full\phot\I\LMC562.27.27.dat,OGLE4-GSEP-full\phot\V\LMC562.27.27.dat,345,14.87136811594203,14.871,14.87136811594203,0.0096983949276446,0.0069999999999996,0.0300000000000011,29,17.051137931034482,17.051,17.051496205126362,0.0158558779950865,0.0080000000000026,0.0524000000000022,2.1797698150924525,2.179999999999998,2.1801280891843327,4.063692287962017,0.6089208147533095,0.2460816245763308,0.498498465764123,0.9999488884967684,-2.219801110703301e-05,4.063692287962017,lomb_scargle,1.0,14.871241020848728,0.0194075072667501,0.0097287323959874,0.0068216836678752,1.905734120738972,0.5052527109068536,0.0096629808567752,1.1556471343054078,0.0005584053261423,3.3668271501587745,0.0009549467964749,5.479062967679951,0.0002264842201312,6.224472171295484,0.0577881022863519,1.055532881547959,0.0988252807937006,2.012121564763728,0.0234383389026856,1.601883634073853,random
LMC562.07.11198,05:50:18.13,-67:55:03.1,OTHER,,17.177,18.295,36.51,0.02,,,345,17.178,0.046800000000001,0.009999999999998,-0.4004278027059427,1.118000000000002,1.5624118329497274,,,0,OGLE4-GSEP-full\phot\I\LMC562.07.11198.dat,OGLE4-GSEP-full\phot\V\LMC562.07.11198.dat,345,17.176840579710145,17.178,17.176863856012,0.0137170569301781,0.009999999999998,0.046800000000001,29,18.29258620689655,18.291,18.29153420292709,0.0174653069200861,0.0109999999999992,0.0565999999999995,1.1157456271864064,1.1129999999999995,1.1146703469150872,0.9707976857053512,-0.0128712676579783,1.0300807415640174,0.2053337049618991,0.0265899119612531,-1.5752831006077057,0.9707976857053512,lomb_scargle,1.0,17.17678728427291,0.0188347567979228,0.0088277594074076,0.012184514912254,1.3014298010977332,0.2109680207241167,0.0086682009253633,2.829869688452912,0.0012148137405373,2.507487727966604,0.0007688052992262,2.731583864184388,0.0008513488475867,5.501595169091599,0.1401460061894494,3.130933658240366,0.0886926025187879,0.5251601060052389,0.0982151723197475,0.4653017224595368,random
LMC570.05.7053,06:04:46.76,-67:14:49.5,OTHER,,17.781,18.97,21.735,0.152,,,330,17.78,0.2036500000000032,0.0389999999999979,0.067435073874964,1.189,1.337159644526856,,,0,OGLE4-GSEP-full\phot\I\LMC570.05.7053.dat,,330,17.785045454545454,17.78,17.780096997633937,0.0587211306080182,0.0389999999999979,0.2036500000000032,0,,,,,,,,,,21.761197190780763,1.337682784364725,0.0459533540932047,0.601827901404863,1.0012052997828738,0.0005231398378691,21.761197190780763,lomb_scargle,1.0,17.781898182570536,0.1587859296572819,0.0664998775697693,0.0309087254056311,1.8788695231111967,0.7229402902692132,0.0607590306437123,5.986593758744072,0.0266116784017195,0.5616441169160457,0.0011316452171201,4.038511394476324,0.004594764822791,6.261920889160375,0.4379872114446488,1.1548272137870743,0.0186251361341824,4.928286039782865,0.0756227473366797,1.165101775722846,random
LMC563.08.7287,06:00:00.34,-66:17:33.6,RRLYR,RRab,18.682,19.225,0.6233429,0.452,,,326,18.685,0.3815000000000026,0.1014999999999997,-0.8458088194611122,0.5430000000000028,-0.2052729828591081,,,0,OGLE4-GSEP-full\phot\I\LMC563.08.7287.dat,,326,18.68302453987729,18.685,18.65981553086907,0.1247006483689391,0.1014999999999997,0.3815000000000026,0,,,,,,,,,,0.623347371559269,-0.2052698674525627,1.6042419453836072,0.7244001715397131,1.0000071735143994,3.1154065453509183e-06,0.623347371559269,lomb_scargle,1.0,18.685509096694155,0.4181021427664025,0.1722054866064989,0.0415066415443299,1.7885568336113793,0.8892107134261426,0.1501211478174945,4.614598548734207,0.0663326562857301,1.0975711852938237,0.0474217360663078,4.263027789512375,0.0216686006441499,1.210026276998886,0.4418608387298782,4.434744702184581,0.3158897780608463,2.985602757668925,0.1443407605069266,1.6011880036008144,random
LMC562.11.122,05:56:56.80,-67:39:27.4,DCEP,1O,16.013,16.62,1.166596,0.204,,,345,16.031,0.204600000000001,0.0619999999999993,-1.326053492161869,0.6069999999999993,0.0669204829967003,,,0,OGLE4-GSEP-full\phot\I\LMC562.11.122.dat,,345,16.01697391304348,16.031,16.013588091803676,0.0709507437481993,0.0619999999999993,0.204600000000001,0,,,,,,,,,,0.5376795847004968,-0.2694764530528065,1.8598437219018256,0.6142698536441731,0.460896132594743,-0.3363969360495069,0.5376795847004968,lomb_scargle,1.0,16.013497780013292,0.1737670816068763,0.0812756539204696,0.0412107609657278,50.99202280893306,0.6626292992757093,0.0805458244826332,3.735141196636744,0.0074605958772508,4.798489206817596,0.006128965927472,5.19560866344732,0.0049877213664195,5.683522189376639,0.0926254827630386,3.6113921207236954,0.076092906948808,0.2733703807166741,0.0619240214928203,3.309328017188836,random
LMC571.13.5238,06:02:39.63,-65:44:25.7,RRLYR,RRab,18.741,19.176,0.4825416,0.819,,,331,18.814,0.7199999999999989,0.1649999999999991,-0.6085365416897273,0.4349999999999987,-0.3164652400991313,,,0,OGLE4-GSEP-full\phot\I\LMC571.13.5238.dat,,331,18.77400302114804,18.814,18.697827854362,0.2286531116022488,0.1649999999999991,0.7199999999999989,0,,,,,,,,,,0.9348483853866256,-0.0292588177147658,1.0696921721551989,0.4315053441424377,1.9373425739596868,0.2872064223843654,0.9348483853866256,lomb_scargle,1.0,18.73394461872876,0.5794500004502627,0.261475160197572,0.1608903475191583,14.836372485475891,0.5048853830910244,0.2391031507364476,2.261030248107915,0.0833373057075074,2.7101566911006287,0.0452443020999871,3.637030253175154,0.0469764761678451,3.939507290362427,0.3485412277120777,4.471281502064385,0.1892250351391556,3.137124816030995,0.1964694987211822,1.1785716051103527,random
