PC1,PC2,class_grouped,id,type,misclassified_best_model
11.522295996878835,16.53546358254486,LPV,LMC562.01.41,LPV,False
-2.9608540416155646,-0.3289765778359743,BINARY,LMC570.24.9177,ECL,False
-2.7129433676559107,-0.5144937315483014,BINARY,LMC571.06.5072,ECL,False
-3.022726129096421,-0.6918536535866474,BINARY,LMC563.08.6576,ELL,False
-3.726791069120485,-1.176228791006905,LPV,LMC562.26.19,LPV,False
-2.5137175106154928,-0.9601788004359293,LPV,LMC571.06.16,LPV,False
-2.581558812487952,-0.6188044611930678,BINARY,LMC562.18.767,ECL,False
-3.146321310246091,-0.10234884645878095,LPV,LMC563.08.6573,LPV,False
-2.175703711998862,0.7515992379932999,LPV,LMC563.08.6592,LPV,False
-3.5841033323752916,-2.1643078496946133,LPV,LMC571.06.57,LPV,False
-2.63480342435954,-0.5845313089262543,PULS,LMC570.15.771,RRLYR,False
